texture_mean,texture_std,texture_uniformity,texture_third_moment,mean_r,mean_g,mean_b,red_sqr,green_sqr,blue_sqr,area,length,width,ratio,major_axis_length,minor_axis_length,convex_hull_area,convex_hull_perimeter,Label
145.86601328966208,24.96002653048048,0.041899778,5891.5081430978535,168.06905405405405,145.6429054054054,88.72925675675675,12.96414494110792,12.068260247666414,9.41962083933089,9356,195,69,2.8260869565217392,185.1568603515625,65.6051025390625,9384.0,425.91812336444855,0
141.76036070362898,25.074535713819117,0.035190865,7340.883874544149,164.5133833896945,140.67169140826502,87.65077090617298,12.826277066619701,11.860509744874586,9.362199042221489,11330,234,68,3.4411764705882355,230.1893768310547,65.197021484375,11522.0,505.66408920288086,0
148.90709816489834,20.243571223551196,0.032656837,3817.9734185297243,169.8893222506394,148.56278772378516,95.56668797953964,13.034159821432274,12.188633546209566,9.77582160125376,10427,227,64,3.546875,228.6822509765625,62.40187072753906,10847.0,495.17899203300476,0
151.64843340691004,21.627540206801232,0.037678603,3504.8542954704253,175.42018072289156,150.97,92.80319277108434,13.244628372396544,12.286984984120393,9.63344137736273,10727,197,78,2.5256410256410255,183.5935516357422,74.46727752685547,10826.5,434.65910840034485,0
141.41511353268288,27.86356765648425,0.036320537,5978.129473785706,166.18510610766046,139.1039725672878,88.34763198757764,12.891280235401776,11.79423471732218,9.399342103976089,9491,220,64,3.4375,205.7549285888672,58.8682746887207,9612.0,464.02385997772217,0
147.0543481210334,23.52398170291409,0.03627463,4773.589777719401,170.70243846330803,146.08189556015643,90.06073153899241,13.065314326999868,12.086434360892232,9.490033273861183,11218,207,79,2.6202531645569622,192.06781005859375,74.46803283691406,11476.5,453.1805166006088,0
154.59349812316214,19.01592791522669,0.04217608,3559.4276487042794,177.0879524886878,154.00548642533937,98.5616515837104,13.30743974206488,12.409894698398507,9.927822096699275,11898,208,81,2.567901234567901,195.536376953125,76.8856201171875,12085.5,466.08254742622375,0
146.1375573168625,22.065683511126633,0.034210555,4468.504857824201,167.34620773682607,145.3968321657021,94.2671337191593,12.936236227621466,12.058060879167185,9.70912631080466,11060,243,63,3.857142857142857,238.50180053710938,61.48286437988281,11167.5,519.6168860197067,0
138.6428344499618,33.89153491589711,0.030280828,242.93476937972082,162.05024106947184,137.4535393381547,83.32922419460881,12.72989556396563,11.724058142902342,9.128484222181074,10860,214,73,2.9315068493150687,204.1544189453125,68.01449584960938,11090.5,465.852446436882,0
143.0806155905193,25.196835238577656,0.034422234,7259.2000640640745,165.96391998094785,141.71153846153845,90.12907835198857,12.882698474347206,11.904265557418418,9.4936335695027,11029,219,72,3.0416666666666665,207.53695678710938,68.47943878173828,11208.0,473.6776194572449,0
148.010394461955,26.608102406519418,0.031363733,7135.424953269675,170.51901120206807,147.42987936234383,91.97975010771219,13.058292813460268,12.142070637347809,9.590607389926468,11855,206,84,2.4523809523809526,189.7352752685547,79.1903076171875,12001.5,457.1124187707901,0
140.80128280711506,25.978871811822717,0.028149547,8825.173663919479,163.64903777619386,139.77818959372772,86.16436208125445,12.792538363287948,11.822782650193977,9.282476074908809,9373,226,56,4.035714285714286,223.04478454589844,54.41684341430664,9373.0,479.89267015457153,0
147.17653133215936,25.979912107901797,0.028777443,6027.653234545145,170.97700746965452,146.16923436041083,89.90061858076564,13.075817659697405,12.090046913077336,9.481593673047039,11264,204,79,2.5822784810126582,189.52293395996094,76.06861877441406,11398.5,449.9185537099838,0
136.26348860204962,37.15700186260024,0.03057938,2930.5583007028326,157.3826326039638,134.12670408981555,91.92301523656776,12.545223497569257,11.581308392829177,9.587649098531285,10651,199,81,2.45679012345679,183.01470947265625,74.62847137451172,10830.5,437.2961312532425,0
137.668034978371,31.370360922170978,0.023584913,-1983.863322480196,156.55157574152543,137.04283633474577,91.39751059322033,12.512057214604056,11.70652964523414,9.560204526746293,9375,231,59,3.9152542372881354,227.5027618408203,53.93927001953125,9868.0,487.43816578388214,0
144.73562347985717,24.352282692849492,0.03917488,5493.69189365474,167.707449614857,143.57908620871584,90.43515880552917,12.950191103410676,11.98244909059562,9.50974020704715,12169,239,73,3.2739726027397262,225.197998046875,68.78837585449219,12334.0,512.9848201274872,0
150.51697927848363,19.364681881513665,0.033562057,3103.826684040706,165.6671225071225,152.35663817663817,101.25207977207977,12.871174092021384,12.3432831198445,10.062409242923872,12383,195,90,2.1666666666666665,183.69277954101562,86.29109954833984,12623.5,454.8350336551666,0
