GLCM_0,GLCM_1,GLCM_2,GLCM_3,GLCM_4,GLCM_5,GLCM_6,GLCM_7,GLCM_8,GLCM_9,GLCM_10,GLCM_11,GLCM_12,GLCM_13,GLCM_14,GLCM_15,Label
55.8281657291789,139.40761784511352,189.36781690140322,107.64092312008692,0.9546759325797394,0.8848377823038956,0.8430090822338291,0.9110810944918462,0.09156774083815539,0.08121117550683171,0.07790487984401771,0.08266691004943007,0.35301663760874574,0.2765360761911548,0.2537356771230521,0.28872058878257684,0
47.40921755282186,93.28067985974629,162.74548714883636,113.31372199441039,0.9619032792799306,0.923252334490901,0.8651049861607746,0.9067680141551513,0.07400227382031763,0.06617714095285944,0.0619807267417877,0.06529820835435127,0.3189603217257748,0.26428533699481055,0.22978727735996288,0.2562540860983054,0
42.0255247473454,89.11855396065766,120.6608695652198,69.67038809143979,0.9480607771793103,0.8862170083855657,0.8448098021557654,0.9110495764236203,0.06680135540299131,0.05860305902712402,0.05555750727672224,0.05934123901345664,0.31475657793712086,0.24703702661925345,0.22485418824717707,0.25632883912245547,0
37.086844841293434,75.12214739992288,110.55193749999823,67.52350667165253,0.9598495267084984,0.9171368987756088,0.877725499842425,0.9255139039872602,0.08343550905797073,0.07414944323292831,0.06991307381759758,0.07425150940827696,0.37245292469024793,0.30168069718360213,0.2593395112218817,0.3021071563323971,0
58.687323758936806,132.26583299717205,221.55512716449732,154.228385101515,0.9618867681504726,0.9126930961398253,0.8529160552211688,0.8981962301051168,0.0806899720781381,0.07278782197449243,0.06987404686469456,0.07256617863643634,0.3185641697431088,0.2657963426860204,0.24533698665448864,0.27033621110958433,0
53.83251633986982,96.34074955384114,145.33076877199943,99.58364069006963,0.9508238686813169,0.9102583147040155,0.8639118103645498,0.9072346659178077,0.07985353632398298,0.07301318384056638,0.07082254301929561,0.07316340411068667,0.3185470597687557,0.2679394646180727,0.24591583446991003,0.2729242405716204,0
35.3392826398862,76.29623347760098,102.15284943715037,61.311790852732365,0.9505069824144344,0.890545600775824,0.8525186358370304,0.9120439040845948,0.08648564946262928,0.07831451969695762,0.0753302458918132,0.07969661619674291,0.3556057341016754,0.30358173503467345,0.28186929926299326,0.3111989760593797,0
38.11268039965401,84.06793289015285,152.09987244898477,107.08236783792042,0.9603958544011441,0.9095768363891156,0.8345568282205899,0.8848157402454755,0.07422098726000861,0.06568446625424322,0.06083120655435192,0.06437157237976233,0.3112133440006326,0.2514418703705841,0.2162918679743569,0.2376431373681201,0
69.6125541125565,164.68698956442026,220.07128205127236,114.58064882032191,0.969487783849174,0.9268599384404,0.9019435208893212,0.949112850464235,0.07980065593814677,0.07196853286971566,0.069489030905528,0.07294866878085664,0.2993912650801728,0.22163449629130852,0.19193881872027363,0.22321645855954794,0
75.99873249637677,173.49506355671136,231.82625674082882,141.1814759965476,0.939433782288113,0.8587401896951453,0.8101493635423194,0.8850491130417389,0.07287732807581104,0.06513887225894363,0.06187040838890488,0.0656892076076329,0.293722220399848,0.24418085850033006,0.22275852574523938,0.2492047698076925,0
57.228474650346534,112.434293980187,152.47549484248407,88.97079114275677,0.9590902300337808,0.9182637404218039,0.8888981555822355,0.9353223515016069,0.07315482692043133,0.06687305492842716,0.06428752426040218,0.06729409864251776,0.3587154112394492,0.30872200252767434,0.2761615159378142,0.3064843541517994,0
