Model,Dataset,Feature Combination,Best Params,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9605839416058394,0.9606514672898046,0.9605839416058394,0.9605849496547991,0.9654676258992806
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.945985401459854,0.9463500408949577,0.945985401459854,0.9459658199353991,0.9546762589928057
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9788321167883212,0.9788799294980796,0.9788321167883212,0.9788304585166339,0.985611510791367
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+Edge,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.9635036496350365,0.9636078769194623,0.9635036496350365,0.9635044274423036,0.966546762589928
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9416058394160584,0.943083773744009,0.9416058394160584,0.9415385328718929,0.9399280575539569
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9744525547445255,0.9744759348287426,0.9744525547445255,0.9744512614022081,0.9856115107913668
Random Forest,Huongthom,Basic+Enhanced Color+LBP+GLCM,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9642335766423358,0.964240881747157,0.9642335766423358,0.9642326046307725,0.9579136690647483
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP+Edge,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.9423357664233577,0.9433373878329889,0.9423357664233577,0.9422880587071114,0.9435251798561151
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9700729927007299,0.9700806712294399,0.9700729927007299,0.9700721793849322,0.9820143884892086
Random Forest,Huongthom,Basic+Enhanced Color+LBP+Edge,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.962043795620438,0.9620466024096564,0.962043795620438,0.962043148402031,0.9593525179856115
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9481751824817518,0.9494594609412924,0.9481751824817518,0.9481230064785331,0.9471223021582734
Support Vector Machine,Huongthom,Basic+Enhanced Color+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9788321167883212,0.9788799294980796,0.9788321167883212,0.9788304585166339,0.9838129496402879
Random Forest,Huongthom,Basic+Enhanced Color+GLCM+Edge,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.9678832116788321,0.967888158754457,0.9678832116788321,0.9678836223890789,0.9636690647482015
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+LBP+GLCM,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.9211678832116789,0.9257978551323242,0.9211678832116789,0.9209067826913518,0.9154676258992807
Support Vector Machine,Huongthom,Basic+Zernike moments+LBP+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9656934306569344,0.965703898654846,0.9656934306569344,0.9656940338802166,0.9744604316546763
Random Forest,Huongthom,Basic+Zernike moments+LBP+GLCM,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9262773722627737,0.9270741128156669,0.9262773722627737,0.9262602838787617,0.9341726618705035
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+LBP+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9043795620437957,0.9075303654715919,0.9043795620437957,0.9041457837356103,0.9039568345323741
Support Vector Machine,Huongthom,Basic+Zernike moments+LBP+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.954014598540146,0.9540422184761989,0.954014598540146,0.9540157011201315,0.960431654676259
Random Forest,Huongthom,Basic+Zernike moments+LBP+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9321167883211678,0.9325443574816387,0.9321167883211678,0.9321114715261123,0.9262589928057554
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9313868613138686,0.9338377675853632,0.9313868613138686,0.9312611071035691,0.9248201438848922
Support Vector Machine,Huongthom,Basic+Zernike moments+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9627737226277372,0.9627842652970562,0.9627737226277372,0.9627743771891711,0.9712230215827338
Random Forest,Huongthom,Basic+Zernike moments+GLCM+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9306569343065694,0.931166523963508,0.9306569343065694,0.9306492862517497,0.9406474820143884
K-Nearest Neighbors,Huongthom,Basic+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9102189781021898,0.9153768237178952,0.9102189781021898,0.9098823147050832,0.8992805755395684
Support Vector Machine,Huongthom,Basic+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9583941605839416,0.9584048152603715,0.9583941605839416,0.9583948921526029,0.9661870503597123
Random Forest,Huongthom,Basic+LBP+GLCM+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9335766423357664,0.9347452102226274,0.9335766423357664,0.9335506246248102,0.931654676258993
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9525547445255474,0.9538542810523812,0.9525547445255474,0.9525069777620372,0.9550359712230214
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 0.046415888336127795}",0.9766423357664233,0.9767404924382938,0.9766423357664233,0.9766393480950958,0.9838129496402879
Random Forest,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9562043795620438,0.9564041085106625,0.9562043795620438,0.9562043795620438,0.966546762589928
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+LBP+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9496350364963504,0.950314989587676,0.9496350364963504,0.9496053044945957,0.953956834532374
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+LBP+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 0.046415888336127795}",0.9708029197080292,0.9709422843546931,0.9708029197080292,0.9707980644833593,0.9816546762589928
Random Forest,Huongthom,Enhanced Color+Zernike moments+LBP+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9576642335766423,0.9581504365554915,0.9576642335766423,0.9576602635468205,0.9683453237410072
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.948905109489051,0.9499890154372138,0.948905109489051,0.9488606269118377,0.9528776978417268
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9737226277372263,0.9737841345929372,0.9737226277372263,0.9737201630292307,0.9838129496402876
Random Forest,Huongthom,Enhanced Color+Zernike moments+GLCM+Edge,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.9627737226277372,0.9628991721476646,0.9627737226277372,0.9627743771501113,0.9683453237410072
K-Nearest Neighbors,Huongthom,Enhanced Color+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9357664233576642,0.9368111558195513,0.9357664233576642,0.9357105024034531,0.9424460431654677
Support Vector Machine,Huongthom,Enhanced Color+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9708029197080292,0.9709422843546931,0.9708029197080292,0.9707980644833593,0.9773381294964029
Random Forest,Huongthom,Enhanced Color+LBP+GLCM+Edge,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': True}",0.9583941605839416,0.9585056170401992,0.9583941605839416,0.9583880625408299,0.9557553956834532
K-Nearest Neighbors,Huongthom,Zernike moments+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.8978102189781022,0.9085999421786634,0.8978102189781022,0.8970353218301981,0.8892086330935252
Support Vector Machine,Huongthom,Zernike moments+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9357664233576642,0.9359890880353992,0.9357664233576642,0.9357499883273933,0.9410071942446041
Random Forest,Huongthom,Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9102189781021898,0.9105095521407266,0.9102189781021898,0.9101889683087032,0.912589928057554
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9503649635036496,0.9510986337263709,0.9503649635036496,0.9503338346666375,0.9517985611510792
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9854014598540146,0.9854659548970476,0.9854014598540146,0.9854000905717949,0.9866906474820144
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9656934306569344,0.9657784278794623,0.9656934306569344,0.9656942531920634,0.9658273381294965
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9467153284671533,0.9473895552831416,0.9467153284671533,0.9466838728710939,0.953956834532374
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9788321167883212,0.9788403554528639,0.9788321167883212,0.9788315415161717,0.9841726618705036
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.964963503649635,0.965165062176409,0.964963503649635,0.964963503649635,0.9672661870503596
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9576642335766423,0.9583086529599171,0.9576642335766423,0.9576407550947568,0.9532374100719425
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9795620437956204,0.9797056678443541,0.9795620437956204,0.9795586451383514,0.9852517985611511
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9664233576642336,0.9664909829068922,0.9664233576642336,0.9664242163726068,0.9705035971223023
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9437956204379562,0.9453588180260319,0.9437956204379562,0.9437279847227071,0.9435251798561153
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9759124087591241,0.9759596114183591,0.9759124087591241,0.9759105217603075,0.9866906474820144
Random Forest,Huongthom,Basic+Enhanced Color+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9635036496350365,0.9635086900517109,0.9635036496350365,0.9635041163512258,0.9633093525179856
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9233576642335767,0.9278834020640118,0.9233576642335767,0.9231102755182381,0.9194244604316548
Support Vector Machine,Huongthom,Basic+Zernike moments+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9583941605839416,0.9584048152603715,0.9583941605839416,0.9583948921526029,0.9766187050359714
Random Forest,Huongthom,Basic+Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9313868613138686,0.9320354611413006,0.9313868613138686,0.9313754547701997,0.9428057553956835
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9532846715328467,0.9543816353097677,0.9532846715328467,0.953244001747966,0.9514388489208633
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9773722627737226,0.9773960163168557,0.9773722627737226,0.9773711172419556,0.9856115107913668
Random Forest,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9627737226277372,0.9628991721476646,0.9627737226277372,0.9627743771501113,0.9669064748201439
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9503649635036496,0.9514532220613984,0.9503649635036496,0.9503217518572137,0.953956834532374
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9795620437956204,0.9796250447449925,0.9795620437956204,0.9795601268005127,0.9866906474820144
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.9635036496350365,0.963652435267982,0.9635036496350365,0.9635041163164131,0.9705035971223023
K-Nearest Neighbors,Nep87,Basic+Enhanced Color,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9726027397260274,0.9726141836580651,0.9726027397260274,0.9726041399184259,0.9625865800865802
Support Vector Machine,Nep87,Basic+Enhanced Color,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9831401475237092,0.9831468651563142,0.9831401475237092,0.9831391357886694,0.9792113095238095
Random Forest,Nep87,Basic+Enhanced Color,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9841938883034773,0.9843605261185219,0.9841938883034773,0.9841885109094408,0.9734943181818181
K-Nearest Neighbors,Nep87,Basic+Zernike moments,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.9799789251844047,0.9800757669483753,0.9799789251844047,0.9799739398182173,0.9786918290043289
Support Vector Machine,Nep87,Basic+Zernike moments,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9852476290832455,0.9853204133561728,0.9852476290832455,0.9852445790399054,0.9838852813852814
Random Forest,Nep87,Basic+Zernike moments,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': True}",0.9810326659641728,0.9812362429564002,0.9810326659641728,0.9810252846610109,0.9750527597402598
K-Nearest Neighbors,Nep87,Basic+LBP,"{'weights': 'distance', 'n_neighbors': 39, 'metric': 'manhattan'}",0.9747102212855637,0.9747945643625306,0.9747102212855637,0.9747134238035295,0.9662202380952379
Support Vector Machine,Nep87,Basic+LBP,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.982086406743941,0.9821845283550126,0.982086406743941,0.9820819461531418,0.980762987012987
Random Forest,Nep87,Basic+LBP,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.982086406743941,0.9823351593425541,0.982086406743941,0.9820785186715635,0.9719331709956711
K-Nearest Neighbors,Nep87,Basic+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9652265542676501,0.9652878797770593,0.9652265542676501,0.9652304171211388,0.9646577380952379
Support Vector Machine,Nep87,Basic+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9778714436248683,0.9778723382609451,0.9778714436248683,0.977870804302185,0.9818073593073594
Random Forest,Nep87,Basic+GLCM,"{'n_estimators': 150, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': True}",0.9799789251844047,0.9802252521871392,0.9799789251844047,0.9799701091035122,0.9719318181818182
K-Nearest Neighbors,Nep87,Basic+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9726027397260274,0.9726424215556567,0.9726027397260274,0.9726052963491421,0.9719318181818182
Support Vector Machine,Nep87,Basic+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9831401475237092,0.9832702368940376,0.9831401475237092,0.9831351992839371,0.97660579004329
Random Forest,Nep87,Basic+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9778714436248683,0.9779184262053116,0.9778714436248683,0.9778677543064656,0.9714109848484848
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9757639620653319,0.9759233400768842,0.9757639620653319,0.9757557167278094,0.9766098484848484
Support Vector Machine,Nep87,Enhanced Color+Zernike moments,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 100.0}",0.9768177028451,0.9770170581946315,0.9768177028451,0.9768086812523467,0.984411525974026
Random Forest,Nep87,Enhanced Color+Zernike moments,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9841938883034773,0.9843605261185219,0.9841938883034773,0.9841885109094408,0.9729761904761904
K-Nearest Neighbors,Nep87,Enhanced Color+LBP,"{'weights': 'distance', 'n_neighbors': 19, 'metric': 'euclidean'}",0.8335089567966281,0.8383646309833067,0.8335089567966281,0.8332191851090041,0.8316193181818182
Support Vector Machine,Nep87,Enhanced Color+LBP,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9072708113804004,0.9072791709066818,0.9072708113804004,0.907258856430325,0.8986580086580087
Random Forest,Nep87,Enhanced Color+LBP,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.8714436248682824,0.8723794541710578,0.8714436248682824,0.8712537966350702,0.8705830627705626
K-Nearest Neighbors,Nep87,Enhanced Color+GLCM,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.9230769230769231,0.9241697202548605,0.9230769230769231,0.9230808520946064,0.9111282467532467
Support Vector Machine,Nep87,Enhanced Color+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9683877766069547,0.9683925923156841,0.9683877766069547,0.9683858796037551,0.9698538961038962
Random Forest,Nep87,Enhanced Color+GLCM,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9357218124341412,0.9362223674944931,0.9357218124341412,0.9356707524244597,0.9262080627705627
K-Nearest Neighbors,Nep87,Enhanced Color+Edge,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.8946259220231823,0.8963812662132082,0.8946259220231823,0.8946083709095655,0.8835700757575757
Support Vector Machine,Nep87,Enhanced Color+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9251844046364595,0.925182137600537,0.9251844046364595,0.9251822431169112,0.9235944264069265
Random Forest,Nep87,Enhanced Color+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9020021074815595,0.9020345119067652,0.9020021074815595,0.9020092930595524,0.8960443722943724
K-Nearest Neighbors,Nep87,Zernike moments+LBP,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9704952581664911,0.9708831152237148,0.9704952581664911,0.970477340307078,0.9724580627705628
Support Vector Machine,Nep87,Zernike moments+LBP,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9841938883034773,0.9842433313183078,0.9841938883034773,0.9841912530760467,0.9797280844155845
Random Forest,Nep87,Zernike moments+LBP,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': True}",0.9778714436248683,0.9782151602554324,0.9778714436248683,0.977859286118616,0.9703760822510823
K-Nearest Neighbors,Nep87,Zernike moments+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9704952581664911,0.9710058530622461,0.9704952581664911,0.9704737266501795,0.9729734848484848
Support Vector Machine,Nep87,Zernike moments+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9778714436248683,0.977967005541738,0.9778714436248683,0.9778659334832929,0.9818033008658009
Random Forest,Nep87,Zernike moments+GLCM,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",0.982086406743941,0.9824363472510038,0.982086406743941,0.9820765649531653,0.9740151515151515
K-Nearest Neighbors,Nep87,Zernike moments+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9652265542676501,0.9661016095327388,0.9652265542676501,0.9651891678354031,0.9641382575757576
Support Vector Machine,Nep87,Zernike moments+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9789251844046365,0.9789313586304198,0.9789251844046365,0.9789239197358367,0.9771239177489178
Random Forest,Nep87,Zernike moments+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9768177028451,0.9773411490401155,0.9768177028451,0.976800785225141,0.9698552489177489
K-Nearest Neighbors,Nep87,LBP+GLCM,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.8967334035827187,0.8967519273941511,0.8967334035827187,0.8967386812309903,0.9043695887445887
Support Vector Machine,Nep87,LBP+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9620653319283456,0.9620777591769659,0.9620653319283456,0.9620672706562822,0.965691287878788
Random Forest,Nep87,LBP+GLCM,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9251844046364595,0.9256613975869017,0.9251844046364595,0.9251249741333877,0.9220427489177488
K-Nearest Neighbors,Nep87,LBP+Edge,"{'weights': 'distance', 'n_neighbors': 27, 'metric': 'euclidean'}",0.8682824025289779,0.868480721357076,0.8682824025289779,0.8683034692689896,0.8591477272727273
Support Vector Machine,Nep87,LBP+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.8777660695468915,0.8778192606446785,0.8777660695468915,0.8777301948085449,0.8679775432900432
Random Forest,Nep87,LBP+Edge,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",0.8651211801896733,0.8652086620077619,0.8651211801896733,0.8650686909227443,0.8627800324675323
K-Nearest Neighbors,Nep87,GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9135932560590094,0.9136306606505834,0.9135932560590094,0.9135753915194458,0.9116369047619048
Support Vector Machine,Nep87,GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.946259220231823,0.9462681173628565,0.946259220231823,0.9462542034056233,0.9547808441558441
Random Forest,Nep87,GLCM+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9336143308746049,0.9338072947680104,0.9336143308746049,0.9335850986063826,0.9189177489177489
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Zernike moments,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9831401475237092,0.9832118912177732,0.9831401475237092,0.9831366617598919,0.9786891233766234
Support Vector Machine,Nep87,Basic+Enhanced Color+Zernike moments,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 100.0}",0.9852476290832455,0.9853204133561728,0.9852476290832455,0.9852445790399054,0.9890841450216451
Random Forest,Nep87,Basic+Enhanced Color+Zernike moments,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9863013698630136,0.9864698226289313,0.9863013698630136,0.9862967094548487,0.9766112012987012
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+LBP,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9673340358271865,0.967395010236351,0.9673340358271865,0.9673376645683424,0.9579085497835498
Support Vector Machine,Nep87,Basic+Enhanced Color+LBP,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 100.0}",0.9799789251844047,0.9803257537532181,0.9799789251844047,0.9799679255358906,0.9818114177489179
Random Forest,Nep87,Basic+Enhanced Color+LBP,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': True}",0.9841938883034773,0.9844450664979691,0.9841938883034773,0.9841869282396148,0.9734970238095239
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9631190727081138,0.9633041225407041,0.9631190727081138,0.963124971395317,0.956868235930736
Support Vector Machine,Nep87,Basic+Enhanced Color+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9810326659641728,0.9810326659641728,0.9810326659641728,0.9810326659641728,0.9833685064935065
