Rice Seed,Model,Feature,Precision,Recall,F1-score,Accuracy,Best Param
ThienUu,KNN,LBP,0.7464788732394366,0.803030303030303,0.7737226277372263,0.7658610271903323,{'n_neighbors': 20}
ThienUu,SVM,LBP,0.7879656160458453,0.8333333333333334,0.8100147275405007,0.8051359516616314,"{'C': 1, 'kernel': 'rbf'}"
ThienUu,RF,LBP,0.7900874635568513,0.8212121212121212,0.8053491827637445,0.8021148036253777,"{'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 200}"
ThienUu,KNN,GLCM,0.7834757834757835,0.8333333333333334,0.8076358296622613,0.8021148036253777,{'n_neighbors': 15}
ThienUu,SVM,GLCM,0.8626865671641791,0.8757575757575757,0.869172932330827,0.8685800604229608,"{'C': 1, 'kernel': 'linear'}"
ThienUu,RF,GLCM,0.8297872340425532,0.8272727272727273,0.8285280728376327,0.8293051359516617,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 140}"
ThienUu,KNN,Gist,0.8401360544217688,0.7484848484848485,0.7916666666666666,0.8036253776435045,{'n_neighbors': 15}
ThienUu,SVM,Gist,0.8794117647058823,0.906060606060606,0.8925373134328358,0.8912386706948641,"{'C': 0.2, 'kernel': 'linear'}"
ThienUu,RF,Gist,0.8879551820728291,0.9606060606060606,0.9228529839883551,0.9199395770392749,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 140}"
ThienUu,KNN,Basic LBP,0.9434523809523809,0.9606060606060606,0.9519519519519519,0.9516616314199395,{'n_neighbors': 10}
ThienUu,SVM,Basic LBP,0.963963963963964,0.9727272727272728,0.9683257918552036,0.9682779456193353,"{'C': 0.4, 'kernel': 'linear'}"
ThienUu,RF,Basic LBP,0.9411764705882353,0.9696969696969697,0.9552238805970149,0.9546827794561934,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 70}"
ThienUu,KNN,Basic GLCM,0.9378698224852071,0.9606060606060606,0.9491017964071856,0.9486404833836858,{'n_neighbors': 20}
ThienUu,SVM,Basic GLCM,0.9727272727272728,0.9727272727272728,0.9727272727272728,0.972809667673716,"{'C': 0.6, 'kernel': 'linear'}"
ThienUu,RF,Basic GLCM,0.935672514619883,0.9696969696969697,0.9523809523809523,0.9516616314199395,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 50}"
ThienUu,KNN,Basic Gist,0.8994082840236687,0.9212121212121213,0.9101796407185628,0.9093655589123867,{'n_neighbors': 20}
ThienUu,SVM,Basic Gist,0.9269005847953217,0.9606060606060606,0.9434523809523809,0.9425981873111783,"{'C': 0.4, 'kernel': 'sigmoid'}"
ThienUu,RF,Basic Gist,0.9418604651162791,0.9818181818181818,0.9614243323442137,0.9607250755287009,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 110}"
ThienUu,KNN,Gist GLCM,0.8958333333333334,0.7818181818181819,0.8349514563106796,0.8459214501510574,{'n_neighbors': 20}
ThienUu,SVM,Gist GLCM,0.9174041297935103,0.9424242424242424,0.929745889387145,0.9290030211480362,"{'C': 0.1, 'kernel': 'linear'}"
ThienUu,RF,Gist GLCM,0.895774647887324,0.9636363636363636,0.9284671532846716,0.9259818731117825,"{'criterion': 'gini', 'max_depth': 20, 'n_estimators': 140}"
ThienUu,KNN,LBP Gist,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8640483383685801,{'n_neighbors': 20}
ThienUu,SVM,LBP Gist,0.8976608187134503,0.9303030303030303,0.9136904761904762,0.9123867069486404,"{'C': 0.4, 'kernel': 'linear'}"
ThienUu,RF,LBP Gist,0.9109195402298851,0.9606060606060606,0.9351032448377581,0.9335347432024169,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 180}"
ThienUu,KNN,LBP GLCM,0.7653631284916201,0.8303030303030303,0.7965116279069767,0.7885196374622356,{'n_neighbors': 15}
ThienUu,SVM,LBP GLCM,0.8592814371257484,0.8696969696969697,0.8644578313253012,0.8640483383685801,"{'C': 0.2, 'kernel': 'linear'}"
ThienUu,RF,LBP GLCM,0.8298507462686567,0.8424242424242424,0.8360902255639098,0.8353474320241692,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 120}"
ThienUu,KNN,Basic LBP GLCM,0.9378698224852071,0.9606060606060606,0.9491017964071856,0.9486404833836858,{'n_neighbors': 5}
ThienUu,SVM,Basic LBP GLCM,0.9730538922155688,0.9848484848484849,0.9789156626506024,0.9788519637462235,"{'C': 0.9, 'kernel': 'linear'}"
ThienUu,RF,Basic LBP GLCM,0.9354838709677419,0.9666666666666667,0.9508196721311475,0.9501510574018127,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 80}"
ThienUu,KNN,Basic LBP GIST,0.8956521739130435,0.9363636363636364,0.9155555555555556,0.9138972809667674,{'n_neighbors': 20}
ThienUu,SVM,Basic LBP GIST,0.9319526627218935,0.9545454545454546,0.9431137724550899,0.9425981873111783,"{'C': 0.6, 'kernel': 'sigmoid'}"
ThienUu,RF,Basic LBP GIST,0.9415204678362573,0.9757575757575757,0.9583333333333334,0.9577039274924471,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 200}"
ThienUu,KNN,Basic GLCM GIST,0.8973607038123167,0.9272727272727272,0.9120715350223547,0.9108761329305136,{'n_neighbors': 20}
ThienUu,SVM,Basic GLCM GIST,0.9262536873156342,0.9515151515151515,0.9387144992526159,0.9380664652567976,"{'C': 0.1, 'kernel': 'linear'}"
ThienUu,RF,Basic GLCM GIST,0.9492537313432836,0.9636363636363636,0.956390977443609,0.9561933534743202,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 50}"
ThienUu,KNN,LBP GIST GLCM,0.8644578313253012,0.8696969696969697,0.8670694864048338,0.8670694864048338,{'n_neighbors': 20}
ThienUu,SVM,LBP GIST GLCM,0.9104046242774566,0.9545454545454546,0.9319526627218935,0.9305135951661632,"{'C': 0.1, 'kernel': 'linear'}"
ThienUu,RF,LBP GIST GLCM,0.9132947976878613,0.9575757575757575,0.9349112426035503,0.9335347432024169,"{'criterion': 'gini', 'max_depth': None, 'n_estimators': 110}"
ThienUu,KNN,All,0.8904899135446686,0.9363636363636364,0.912850812407681,0.9108761329305136,{'n_neighbors': 20}
ThienUu,SVM,All,0.9287833827893175,0.9484848484848485,0.9385307346326837,0.9380664652567976,"{'C': 0.9, 'kernel': 'sigmoid'}"
ThienUu,RF,All,0.936231884057971,0.9787878787878788,0.957037037037037,0.9561933534743202,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 30}"
Xi-23,KNN,Basic,0.9219653179190751,0.9666666666666667,0.9437869822485208,0.9425981873111783,{'n_neighbors': 10}
Xi-23,SVM,Basic,0.9728915662650602,0.9787878787878788,0.9758308157099698,0.9758308157099698,"{'C': 0.9, 'kernel': 'linear'}"
Xi-23,RF,Basic,0.9352941176470588,0.9636363636363636,0.9492537313432836,0.9486404833836858,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 100}"
Xi-23,KNN,LBP,0.7464788732394366,0.803030303030303,0.7737226277372263,0.7658610271903323,{'n_neighbors': 20}
Xi-23,SVM,LBP,0.7879656160458453,0.8333333333333334,0.8100147275405007,0.8051359516616314,"{'C': 1, 'kernel': 'rbf'}"
Xi-23,RF,LBP,0.7900874635568513,0.8212121212121212,0.8053491827637445,0.8021148036253777,"{'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 200}"
Xi-23,KNN,GLCM,0.7834757834757835,0.8333333333333334,0.8076358296622613,0.8021148036253777,{'n_neighbors': 15}
Xi-23,SVM,GLCM,0.8626865671641791,0.8757575757575757,0.869172932330827,0.8685800604229608,"{'C': 1, 'kernel': 'linear'}"
Xi-23,RF,GLCM,0.8297872340425532,0.8272727272727273,0.8285280728376327,0.8293051359516617,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 140}"
Xi-23,KNN,Gist,0.8401360544217688,0.7484848484848485,0.7916666666666666,0.8036253776435045,{'n_neighbors': 15}
Xi-23,SVM,Gist,0.8794117647058823,0.906060606060606,0.8925373134328358,0.8912386706948641,"{'C': 0.2, 'kernel': 'linear'}"
Xi-23,RF,Gist,0.8879551820728291,0.9606060606060606,0.9228529839883551,0.9199395770392749,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 140}"
Xi-23,KNN,Basic LBP,0.9434523809523809,0.9606060606060606,0.9519519519519519,0.9516616314199395,{'n_neighbors': 10}
Xi-23,SVM,Basic LBP,0.963963963963964,0.9727272727272728,0.9683257918552036,0.9682779456193353,"{'C': 0.4, 'kernel': 'linear'}"
Xi-23,RF,Basic LBP,0.9411764705882353,0.9696969696969697,0.9552238805970149,0.9546827794561934,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 70}"
Xi-23,KNN,Basic GLCM,0.9378698224852071,0.9606060606060606,0.9491017964071856,0.9486404833836858,{'n_neighbors': 20}
Xi-23,SVM,Basic GLCM,0.9727272727272728,0.9727272727272728,0.9727272727272728,0.972809667673716,"{'C': 0.6, 'kernel': 'linear'}"
Xi-23,RF,Basic GLCM,0.935672514619883,0.9696969696969697,0.9523809523809523,0.9516616314199395,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 50}"
Xi-23,KNN,Basic Gist,0.8994082840236687,0.9212121212121213,0.9101796407185628,0.9093655589123867,{'n_neighbors': 20}
Xi-23,SVM,Basic Gist,0.9269005847953217,0.9606060606060606,0.9434523809523809,0.9425981873111783,"{'C': 0.4, 'kernel': 'sigmoid'}"
Xi-23,RF,Basic Gist,0.9418604651162791,0.9818181818181818,0.9614243323442137,0.9607250755287009,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 110}"
Xi-23,KNN,Gist GLCM,0.8958333333333334,0.7818181818181819,0.8349514563106796,0.8459214501510574,{'n_neighbors': 20}
Xi-23,SVM,Gist GLCM,0.9174041297935103,0.9424242424242424,0.929745889387145,0.9290030211480362,"{'C': 0.1, 'kernel': 'linear'}"
Xi-23,RF,Gist GLCM,0.895774647887324,0.9636363636363636,0.9284671532846716,0.9259818731117825,"{'criterion': 'gini', 'max_depth': 20, 'n_estimators': 140}"
Xi-23,KNN,LBP Gist,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8640483383685801,{'n_neighbors': 20}
Xi-23,SVM,LBP Gist,0.8976608187134503,0.9303030303030303,0.9136904761904762,0.9123867069486404,"{'C': 0.4, 'kernel': 'linear'}"
Xi-23,RF,LBP Gist,0.9109195402298851,0.9606060606060606,0.9351032448377581,0.9335347432024169,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 180}"
Xi-23,KNN,LBP GLCM,0.7653631284916201,0.8303030303030303,0.7965116279069767,0.7885196374622356,{'n_neighbors': 15}
Xi-23,SVM,LBP GLCM,0.8592814371257484,0.8696969696969697,0.8644578313253012,0.8640483383685801,"{'C': 0.2, 'kernel': 'linear'}"
Xi-23,RF,LBP GLCM,0.8298507462686567,0.8424242424242424,0.8360902255639098,0.8353474320241692,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 120}"
Xi-23,KNN,Basic LBP GLCM,0.9378698224852071,0.9606060606060606,0.9491017964071856,0.9486404833836858,{'n_neighbors': 5}
Xi-23,SVM,Basic LBP GLCM,0.9730538922155688,0.9848484848484849,0.9789156626506024,0.9788519637462235,"{'C': 0.9, 'kernel': 'linear'}"
Xi-23,RF,Basic LBP GLCM,0.9354838709677419,0.9666666666666667,0.9508196721311475,0.9501510574018127,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 80}"
Xi-23,KNN,Basic LBP GIST,0.8956521739130435,0.9363636363636364,0.9155555555555556,0.9138972809667674,{'n_neighbors': 20}
Xi-23,SVM,Basic LBP GIST,0.9319526627218935,0.9545454545454546,0.9431137724550899,0.9425981873111783,"{'C': 0.6, 'kernel': 'sigmoid'}"
Xi-23,RF,Basic LBP GIST,0.9415204678362573,0.9757575757575757,0.9583333333333334,0.9577039274924471,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 200}"
Xi-23,KNN,Basic GLCM GIST,0.8973607038123167,0.9272727272727272,0.9120715350223547,0.9108761329305136,{'n_neighbors': 20}
Xi-23,SVM,Basic GLCM GIST,0.9262536873156342,0.9515151515151515,0.9387144992526159,0.9380664652567976,"{'C': 0.1, 'kernel': 'linear'}"
Xi-23,RF,Basic GLCM GIST,0.9492537313432836,0.9636363636363636,0.956390977443609,0.9561933534743202,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 50}"
Xi-23,KNN,LBP GIST GLCM,0.8644578313253012,0.8696969696969697,0.8670694864048338,0.8670694864048338,{'n_neighbors': 20}
Xi-23,SVM,LBP GIST GLCM,0.9104046242774566,0.9545454545454546,0.9319526627218935,0.9305135951661632,"{'C': 0.1, 'kernel': 'linear'}"
Xi-23,RF,LBP GIST GLCM,0.9132947976878613,0.9575757575757575,0.9349112426035503,0.9335347432024169,"{'criterion': 'gini', 'max_depth': None, 'n_estimators': 110}"
Xi-23,KNN,All,0.8904899135446686,0.9363636363636364,0.912850812407681,0.9108761329305136,{'n_neighbors': 20}
Xi-23,SVM,All,0.9287833827893175,0.9484848484848485,0.9385307346326837,0.9380664652567976,"{'C': 0.9, 'kernel': 'sigmoid'}"
Xi-23,RF,All,0.936231884057971,0.9787878787878788,0.957037037037037,0.9561933534743202,"{'criterion': 'entropy', 'max_depth': None, 'n_estimators': 30}"
