Model,Dataset,Feature Combination,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Random Forest,BC-15,Enhanced Color+Color+GIST,0.8270181219110379,0.8277023799113854,0.8270181219110379,0.8269194694755675,0.8363841752007785
K-Nearest Neighbors,BC-15,Enhanced Color+LBP+GLCM,0.8047775947281713,0.8059336897517118,0.8047775947281713,0.8046059133526541,0.8075528950015667
Support Vector Machine,BC-15,Enhanced Color+LBP+GLCM,0.8649093904448105,0.8672227248289398,0.8649093904448105,0.8647067104696136,0.8526179521430104
Random Forest,BC-15,Enhanced Color+LBP+GLCM,0.8228995057660626,0.8232965121223406,0.8228995057660626,0.8228515476971968,0.8136488068734643
K-Nearest Neighbors,BC-15,Enhanced Color+LBP+GIST,0.7314662273476112,0.7331397885623853,0.7314662273476112,0.7309535799300055,0.7320354887118851
Support Vector Machine,BC-15,Enhanced Color+LBP+GIST,0.8163097199341022,0.8164955309972788,0.8163097199341022,0.8162779311326801,0.8148592489981695
Random Forest,BC-15,Enhanced Color+LBP+GIST,0.8311367380560132,0.8324917187466172,0.8311367380560132,0.8309533200785805,0.8250185524167615
K-Nearest Neighbors,BC-15,Enhanced Color+GLCM+GIST,0.7364085667215815,0.7386986441332445,0.7364085667215815,0.7357414972310161,0.7283810748857995
Support Vector Machine,BC-15,Enhanced Color+GLCM+GIST,0.828665568369028,0.828833997828698,0.828665568369028,0.8286395229866934,0.8351580665908079
Random Forest,BC-15,Enhanced Color+GLCM+GIST,0.8179571663920923,0.8203741668003021,0.8179571663920923,0.8175963659275964,0.8164951598806048
K-Nearest Neighbors,BC-15,Zernike moments+Color+LBP,0.8550247116968699,0.8613298076028804,0.8550247116968699,0.8544083470428973,0.8725061429113277
Support Vector Machine,BC-15,Zernike moments+Color+LBP,0.8780889621087314,0.887005247816441,0.8780889621087314,0.8774002630921961,0.8891538448853048
Random Forest,BC-15,Zernike moments+Color+LBP,0.8920922570016474,0.8953532867945658,0.8920922570016474,0.8918784202574476,0.8968683520506604
K-Nearest Neighbors,BC-15,Zernike moments+Color+GLCM,0.8459637561779242,0.8507910005609489,0.8459637561779242,0.8454500696023937,0.8830620557726876
Support Vector Machine,BC-15,Zernike moments+Color+GLCM,0.871499176276771,0.8802622843368684,0.871499176276771,0.8707732502863689,0.8944301522122726
Random Forest,BC-15,Zernike moments+Color+GLCM,0.8846787479406919,0.8882404892897936,0.8846787479406919,0.8844240572394498,0.895243160342354
K-Nearest Neighbors,BC-15,Zernike moments+Color+GIST,0.8327841845140033,0.8340418850741856,0.8327841845140033,0.8326371325341297,0.8485611570111645
Support Vector Machine,BC-15,Zernike moments+Color+GIST,0.8500823723228995,0.8583476530282573,0.8500823723228995,0.8492354586674303,0.872099638846287
Random Forest,BC-15,Zernike moments+Color+GIST,0.8945634266886326,0.8982146498228951,0.8945634266886326,0.8943305666189255,0.8952481076534904
K-Nearest Neighbors,BC-15,Zernike moments+LBP+GLCM,0.8369028006589786,0.8459591677018268,0.8369028006589786,0.8358551156903183,0.8367651181582809
Support Vector Machine,BC-15,Zernike moments+LBP+GLCM,0.9003294892915981,0.9018322384989759,0.9003294892915981,0.9002418376188657,0.9013349494549712
Random Forest,BC-15,Zernike moments+LBP+GLCM,0.8624382207578254,0.8648333229583808,0.8624382207578254,0.862222939719331,0.8562665941061033
K-Nearest Neighbors,BC-15,Zernike moments+LBP+GIST,0.78665568369028,0.7892384139581309,0.78665568369028,0.7862009327932126,0.7645319019113112
Support Vector Machine,BC-15,Zernike moments+LBP+GIST,0.8517298187808896,0.8547710198017453,0.8517298187808896,0.8514249883202085,0.8351588911426641
Random Forest,BC-15,Zernike moments+LBP+GIST,0.8443163097199341,0.8515719609105474,0.8443163097199341,0.843531294272594,0.847746499777371
K-Nearest Neighbors,BC-15,Zernike moments+GLCM+GIST,0.7635914332784185,0.7635927903183345,0.7635914332784185,0.763591593686458,0.761678127937466
Support Vector Machine,BC-15,Zernike moments+GLCM+GIST,0.8542009884678748,0.8573739101957888,0.8542009884678748,0.8538902127582957,0.8375946173254836
Random Forest,BC-15,Zernike moments+GLCM+GIST,0.842668863261944,0.8498903748819163,0.842668863261944,0.8418755407728331,0.8408408779828165
K-Nearest Neighbors,BC-15,Color+LBP+GLCM,0.8245469522240527,0.8248742732635383,0.8245469522240527,0.8245084920508526,0.8323166608948036
Support Vector Machine,BC-15,Color+LBP+GLCM,0.8434925864909391,0.8464643594625887,0.8434925864909391,0.8431708210046646,0.8562665941061034
Random Forest,BC-15,Color+LBP+GLCM,0.841845140032949,0.8421537140574222,0.841845140032949,0.8418142290297387,0.8522081498705454
K-Nearest Neighbors,BC-15,Color+LBP+GIST,0.7668863261943987,0.768083752469558,0.7668863261943987,0.7666071181747355,0.7783233562558749
Support Vector Machine,BC-15,Color+LBP+GIST,0.8220757825370676,0.8225916170444617,0.8220757825370676,0.8220120187268085,0.8201314335658569
Random Forest,BC-15,Color+LBP+GIST,0.8261943986820428,0.8265232502524312,0.8261943986820428,0.8261562996372295,0.8542357228846121
K-Nearest Neighbors,BC-15,Color+GLCM+GIST,0.7627677100494233,0.7654986436409869,0.7627677100494233,0.7621272135354927,0.7673708339517473
Support Vector Machine,BC-15,Color+GLCM+GIST,0.8237232289950577,0.8246406288643408,0.8237232289950577,0.8236083358185098,0.8384026781444286
Random Forest,BC-15,Color+GLCM+GIST,0.8352553542009885,0.8352580996469912,0.8352553542009885,0.8352544599310389,0.8428750474117317
K-Nearest Neighbors,BC-15,LBP+GLCM+GIST,0.6754530477759473,0.6798698781594411,0.6754530477759473,0.6733677080619453,0.6650439486139283
Support Vector Machine,BC-15,LBP+GLCM+GIST,0.7990115321252059,0.799059117231168,0.7990115321252059,0.7990006214099499,0.7624886624119791
Random Forest,BC-15,LBP+GLCM+GIST,0.8113673805601318,0.8131108587273702,0.8113673805601318,0.8111194068772369,0.7819810682893846
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+Color,0.8739703459637562,0.8786043182451561,0.8739703459637562,0.873596863400935,0.8919894787183166
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+Color,0.9028006589785832,0.9082463354454078,0.9028006589785832,0.9024857408728325,0.9118949850756113
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+Color,0.9118616144975288,0.9132436591356027,0.9118616144975288,0.9117924902010766,0.920009399891159
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+LBP,0.8962108731466227,0.9012640018916936,0.8962108731466227,0.8958938778277815,0.8980936361087748
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+LBP,0.9382207578253706,0.9395251359168549,0.9382207578253706,0.9381778472720875,0.9382855917808671
