Model,Dataset,Feature Combination,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Support Vector Machine,Huongthom,Zernike moments+LBP+Edge,0.9058394160583941,0.9058968630877551,0.9058394160583941,0.9058290283254373,0.9043165467625901
Random Forest,Huongthom,Zernike moments+LBP+Edge,0.8795620437956204,0.8803864691317557,0.8795620437956204,0.8794624010971314,0.8802158273381295
K-Nearest Neighbors,Huongthom,Zernike moments+GLCM+Edge,0.8773722627737226,0.8908378785181349,0.8773722627737226,0.8761718326900572,0.876978417266187
Support Vector Machine,Huongthom,Zernike moments+GLCM+Edge,0.9277372262773723,0.9278357374146974,0.9277372262773723,0.9277266349393362,0.9402877697841727
Random Forest,Huongthom,Zernike moments+GLCM+Edge,0.9051094890510949,0.905259029542624,0.9051094890510949,0.9050896624090897,0.9057553956834532
K-Nearest Neighbors,Huongthom,LBP+GLCM+Edge,0.8416058394160584,0.8527300916069892,0.8416058394160584,0.8401693960221319,0.8330935251798561
Support Vector Machine,Huongthom,LBP+GLCM+Edge,0.8897810218978102,0.8898335380921713,0.8897810218978102,0.8897688626134964,0.8967625899280576
Random Forest,Huongthom,LBP+GLCM+Edge,0.8525547445255475,0.8526079166142108,0.8525547445255475,0.852535884850292,0.8546762589928057
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP,0.9452554744525548,0.945739596114589,0.9452554744525548,0.9452306347718239,0.9428057553956835
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP,0.9795620437956204,0.9795970200871849,0.9795620437956204,0.9795607368120103,0.9798561151079136
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP,0.9591240875912409,0.9593843783945191,0.9591240875912409,0.9591233906803853,0.9629496402877697
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM,0.9467153284671533,0.9484506928813251,0.9467153284671533,0.946645624594913,0.9489208633093525
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM,0.981021897810219,0.981021897810219,0.981021897810219,0.981021897810219,0.9820143884892086
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM,0.9642335766423358,0.9642857903990624,0.9642335766423358,0.9642345104163776,0.9661870503597122
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+Edge,0.9452554744525548,0.9462653375400231,0.9452554744525548,0.945210182316878,0.9471223021582734
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+Edge,0.9788321167883212,0.9788799294980796,0.9788321167883212,0.9788304585166339,0.985611510791367
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+Edge,0.9642335766423358,0.964528635972001,0.9642335766423358,0.9642326047757802,0.9658273381294965
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP+GLCM,0.9321167883211678,0.9339466165275542,0.9321167883211678,0.9320205845744315,0.9276978417266187
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP+GLCM,0.9817518248175182,0.9818325812486975,0.9817518248175182,0.9817498116909761,0.9798561151079136
Random Forest,Huongthom,Basic+Enhanced Color+LBP+GLCM,0.9554744525547445,0.9554760876171281,0.9554744525547445,0.955474760980468,0.956474820143885
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP+Edge,0.9321167883211678,0.9333451205339673,0.9321167883211678,0.9320484451056841,0.929136690647482
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP+Edge,0.9744525547445255,0.9744759348287426,0.9744525547445255,0.9744512614022081,0.9787769784172662
Random Forest,Huongthom,Basic+Enhanced Color+LBP+Edge,0.9598540145985401,0.9598543957728423,0.9598540145985401,0.9598536937173109,0.9564748201438847
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+GLCM+Edge,0.9364963503649635,0.9385193174044723,0.9364963503649635,0.936399154654621,0.9377697841726619
Support Vector Machine,Huongthom,Basic+Enhanced Color+GLCM+Edge,0.9795620437956204,0.9795771805881589,0.9795620437956204,0.9795612596372134,0.9816546762589928
Random Forest,Huongthom,Basic+Enhanced Color+GLCM+Edge,0.9642335766423358,0.964234032495685,0.9642335766423358,0.9642332907663315,0.9607913669064748
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+LBP+GLCM,0.908029197080292,0.9141578703735375,0.908029197080292,0.9076237425355198,0.9064748201438849
Support Vector Machine,Huongthom,Basic+Zernike moments+LBP+GLCM,0.9686131386861314,0.9686146057306867,0.9686131386861314,0.9686133561009859,0.9690647482014387
Random Forest,Huongthom,Basic+Zernike moments+LBP+GLCM,0.9255474452554745,0.9261898926132502,0.9255474452554745,0.9255350679421315,0.9341726618705037
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+LBP+Edge,0.908029197080292,0.9135741985785478,0.908029197080292,0.9076589632778332,0.896043165467626
Support Vector Machine,Huongthom,Basic+Zernike moments+LBP+Edge,0.9576642335766423,0.9577031361361844,0.9576642335766423,0.9576653163120482,0.960431654676259
Random Forest,Huongthom,Basic+Zernike moments+LBP+Edge,0.9233576642335767,0.9237797429393383,0.9233576642335767,0.9233516614004494,0.9219424460431656
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+GLCM+Edge,0.9131386861313868,0.9198159702871389,0.9131386861313868,0.9127298090896339,0.910431654676259
Support Vector Machine,Huongthom,Basic+Zernike moments+GLCM+Edge,0.9627737226277372,0.9627842652970562,0.9627737226277372,0.9627743771891711,0.9712230215827338
Random Forest,Huongthom,Basic+Zernike moments+GLCM+Edge,0.9328467153284672,0.9337079649093825,0.9328467153284672,0.9328295391476666,0.9381294964028777
K-Nearest Neighbors,Huongthom,Basic+LBP+GLCM+Edge,0.8927007299270073,0.900942197429183,0.8927007299270073,0.8920568068688605,0.8852517985611511
Support Vector Machine,Huongthom,Basic+LBP+GLCM+Edge,0.9642335766423358,0.964234032495685,0.9642335766423358,0.9642332907663315,0.9611510791366907
Random Forest,Huongthom,Basic+LBP+GLCM+Edge,0.9306569343065694,0.9320964012321303,0.9306569343065694,0.9306209004154548,0.9190647482014388
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM,0.9401459854014599,0.9421014841673871,0.9401459854014599,0.940057800337513,0.9431654676258994
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM,0.9832116788321168,0.9832124582946695,0.9832116788321168,0.9832115446454208,0.9805755395683453
Random Forest,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM,0.9605839416058394,0.9608446804996359,0.9605839416058394,0.9605832695846573,0.9658273381294963
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+LBP+Edge,0.9452554744525548,0.9460319741252154,0.9452554744525548,0.945219066683722,0.9424460431654677
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+LBP+Edge,0.9781021897810219,0.9781171896453383,0.9781021897810219,0.9781013496113,0.9816546762589928
Random Forest,Huongthom,Enhanced Color+Zernike moments+LBP+Edge,0.964963503649635,0.965165062176409,0.964963503649635,0.964963503649635,0.9651079136690648
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+GLCM+Edge,0.945985401459854,0.948337579241887,0.945985401459854,0.9458931084514408,0.94136690647482
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+GLCM+Edge,0.9759124087591241,0.9759395620108167,0.9759124087591241,0.9759129863010212,0.9812949640287769
Random Forest,Huongthom,Enhanced Color+Zernike moments+GLCM+Edge,0.962043795620438,0.9623049826047526,0.962043795620438,0.9620431484889291,0.9661870503597122
K-Nearest Neighbors,Huongthom,Enhanced Color+LBP+GLCM+Edge,0.9379562043795621,0.9386132523695389,0.9379562043795621,0.9379195780005888,0.9330935251798561
Support Vector Machine,Huongthom,Enhanced Color+LBP+GLCM+Edge,0.9715328467153285,0.9715558533406298,0.9715328467153285,0.9715314055624603,0.9766187050359711
Random Forest,Huongthom,Enhanced Color+LBP+GLCM+Edge,0.9569343065693431,0.9569411448943036,0.9569343065693431,0.9569331361880734,0.9517985611510792
K-Nearest Neighbors,Huongthom,Zernike moments+LBP+GLCM+Edge,0.881021897810219,0.8957655791829771,0.881021897810219,0.8797681101963556,0.8787769784172662
Support Vector Machine,Huongthom,Zernike moments+LBP+GLCM+Edge,0.9357664233576642,0.9359890880353992,0.9357664233576642,0.9357499883273933,0.9410071942446041
Random Forest,Huongthom,Zernike moments+LBP+GLCM+Edge,0.9131386861313868,0.9135754889786205,0.9131386861313868,0.9130992738379605,0.9097122302158273
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.9437956204379562,0.9453588180260319,0.9437956204379562,0.9437279847227071,0.9431654676258994
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.9846715328467154,0.9846723372022836,0.9846715328467154,0.9846714103284278,0.9812949640287769
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.9605839416058394,0.9607323538745871,0.9605839416058394,0.9605844456217258,0.9654676258992805
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.9430656934306569,0.9436833565989744,0.9430656934306569,0.9430341189205347,0.9410071942446043
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.9788321167883212,0.9788403554528639,0.9788321167883212,0.9788315415161717,0.9841726618705036
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.9627737226277372,0.9630039908015952,0.9627737226277372,0.9627734251188352,0.9658273381294963
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.945985401459854,0.9479714233989794,0.945985401459854,0.9459058198167799,0.9442446043165468
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.9832116788321168,0.983220197564576,0.9832116788321168,0.9832112225817914,0.9838129496402879
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.9656934306569344,0.9658678253839872,0.9656934306569344,0.9656936682751555,0.9701438848920864
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP+GLCM+Edge,0.935036496350365,0.9370515177797974,0.935036496350365,0.9349370662558767,0.9312949640287769
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP+GLCM+Edge,0.9788321167883212,0.9789119767040458,0.9788321167883212,0.9788297815615324,0.9784172661870503
Random Forest,Huongthom,Basic+Enhanced Color+LBP+GLCM+Edge,0.964963503649635,0.9649685129526264,0.964963503649635,0.964963951697177,0.9622302158273381
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+LBP+GLCM+Edge,0.9094890510948905,0.9169062218943529,0.9094890510948905,0.90901594191032,0.9043165467625901
Support Vector Machine,Huongthom,Basic+Zernike moments+LBP+GLCM+Edge,0.964963503649635,0.9650023128729017,0.964963503649635,0.9649643997065227,0.9687050359712229
Random Forest,Huongthom,Basic+Zernike moments+LBP+GLCM+Edge,0.9291970802919708,0.9301099652607582,0.9291970802919708,0.9291771970350324,0.9384892086330936
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9408759124087591,0.9431035202339806,0.9408759124087591,0.9407784629787512,0.9413669064748202
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.981021897810219,0.9810265648626952,0.981021897810219,0.9810221405026375,0.9827338129496402
Random Forest,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9627737226277372,0.9629476319699531,0.9627737226277372,0.9627739804687856,0.9661870503597122
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9445255474452555,0.9466824488722299,0.9445255474452555,0.9444374070101574,0.9366906474820145
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.981021897810219,0.9810254327465298,0.981021897810219,0.9810215742010154,0.9812949640287771
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9664233576642336,0.9666252211207002,0.9664233576642336,0.9664233576642336,0.966546762589928
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Zernike moments,0.982086406743941,0.9821845283550126,0.982086406743941,0.9820819461531418,0.9760944264069265
Support Vector Machine,Nep87,Basic+Enhanced Color+Zernike moments,0.9841938883034773,0.9842433313183078,0.9841938883034773,0.9841912530760467,0.9859632034632035
Random Forest,Nep87,Basic+Enhanced Color+Zernike moments,0.9863013698630136,0.986402051168287,0.9863013698630136,0.9862979588229908,0.9781696428571429
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+LBP,0.958904109589041,0.959683400673917,0.958904109589041,0.958909311802659,0.9464732142857143
Support Vector Machine,Nep87,Basic+Enhanced Color+LBP,0.9873551106427819,0.9874882759440119,0.9873551106427819,0.9873513994629529,0.9807683982683983
Random Forest,Nep87,Basic+Enhanced Color+LBP,0.9863013698630136,0.986402051168287,0.9863013698630136,0.9862979588229908,0.9729748376623377
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+GLCM,0.9578503688092729,0.9584084248489168,0.9578503688092729,0.9578571088560142,0.9469913419913419
Support Vector Machine,Nep87,Basic+Enhanced Color+GLCM,0.9799789251844047,0.9800757669483753,0.9799789251844047,0.9799739398182173,0.9828436147186148
Random Forest,Nep87,Basic+Enhanced Color+GLCM,0.9810326659641728,0.9811612173690504,0.9810326659641728,0.9810270991944294,0.9750500541125542
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Edge,0.9683877766069547,0.9685349717388435,0.9683877766069547,0.968392551909718,0.9599824134199133
Support Vector Machine,Nep87,Basic+Enhanced Color+Edge,0.9831401475237092,0.9833458353372847,0.9831401475237092,0.9831335863653431,0.9802462121212121
Random Forest,Nep87,Basic+Enhanced Color+Edge,0.9831401475237092,0.9832702368940376,0.9831401475237092,0.9831351992839371,0.9755695346320346
K-Nearest Neighbors,Nep87,Basic+Zernike moments+LBP,0.9757639620653319,0.9759233400768842,0.9757639620653319,0.9757557167278094,0.9745373376623376
Support Vector Machine,Nep87,Basic+Zernike moments+LBP,0.9884088514225501,0.9884599347269721,0.9884088514225501,0.9884069189224343,0.9818087121212121
Random Forest,Nep87,Basic+Zernike moments+LBP,0.9852476290832455,0.9853792564190247,0.9852476290832455,0.985243299373445,0.974534632034632
K-Nearest Neighbors,Nep87,Basic+Zernike moments+GLCM,0.9789251844046365,0.9789948469409737,0.9789251844046365,0.9789208271998648,0.9760903679653679
Support Vector Machine,Nep87,Basic+Zernike moments+GLCM,0.9841938883034773,0.9842106284030999,0.9841938883034773,0.9841924127663597,0.9828422619047619
Random Forest,Nep87,Basic+Zernike moments+GLCM,0.9852476290832455,0.985455427718169,0.9852476290832455,0.9852418880696752,0.9776488095238095
K-Nearest Neighbors,Nep87,Basic+Zernike moments+Edge,0.9831401475237092,0.9832118912177732,0.9831401475237092,0.9831366617598919,0.9776501623376623
Support Vector Machine,Nep87,Basic+Zernike moments+Edge,0.982086406743941,0.9821350296139757,0.982086406743941,0.9820834201528531,0.984404761904762
Random Forest,Nep87,Basic+Zernike moments+Edge,0.9831401475237092,0.9832702368940376,0.9831401475237092,0.9831351992839371,0.9776515151515153
K-Nearest Neighbors,Nep87,Basic+LBP+GLCM,0.964172813487882,0.9643988718312658,0.964172813487882,0.964178782192042,0.9475094696969698
Support Vector Machine,Nep87,Basic+LBP+GLCM,0.982086406743941,0.9821350296139757,0.982086406743941,0.9820834201528531,0.9812824675324675
Random Forest,Nep87,Basic+LBP+GLCM,0.9831401475237092,0.9834387144503266,0.9831401475237092,0.9831318228928024,0.9719304653679653
K-Nearest Neighbors,Nep87,Basic+LBP+Edge,0.9726027397260274,0.9726424215556567,0.9726027397260274,0.9726052963491421,0.9605032467532467
Support Vector Machine,Nep87,Basic+LBP+Edge,0.9799789251844047,0.9800267279096437,0.9799789251844047,0.9799755872296594,0.9766017316017315
Random Forest,Nep87,Basic+LBP+Edge,0.9789251844046365,0.9789948469409737,0.9789251844046365,0.9789208271998648,0.9714123376623377
K-Nearest Neighbors,Nep87,Basic+GLCM+Edge,0.9662802950474183,0.9663660986105665,0.9662802950474183,0.9662845650713726,0.9578990800865801
Support Vector Machine,Nep87,Basic+GLCM+Edge,0.9768177028451,0.9768236053674728,0.9768177028451,0.9768163117094204,0.979724025974026
Random Forest,Nep87,Basic+GLCM+Edge,0.9810326659641728,0.9810626740394565,0.9810326659641728,0.9810302206334756,0.9708915043290043
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+LBP,0.9789251844046365,0.9789948469409737,0.9789251844046365,0.9789208271998648,0.9729761904761904
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+LBP,0.9852476290832455,0.9853204133561728,0.9852476290832455,0.9852445790399054,0.9864853896103896
Random Forest,Nep87,Enhanced Color+Zernike moments+LBP,0.982086406743941,0.9824363472510038,0.982086406743941,0.9820765649531653,0.9771320346320346
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+GLCM,0.9799789251844047,0.9800757669483753,0.9799789251844047,0.9799739398182173,0.9740151515151515
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+GLCM,0.9810326659641728,0.9812362429564002,0.9810326659641728,0.9810252846610109,0.9828449675324675
Random Forest,Nep87,Enhanced Color+Zernike moments+GLCM,0.9841938883034773,0.9844450664979691,0.9841938883034773,0.9841869282396148,0.9740124458874458
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+Edge,0.9778714436248683,0.9781153450317243,0.9778714436248683,0.9778616995354608,0.9734889069264069
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+Edge,0.9852476290832455,0.9853204133561728,0.9852476290832455,0.9852445790399054,0.984926948051948
Random Forest,Nep87,Enhanced Color+Zernike moments+Edge,0.9841938883034773,0.9844450664979691,0.9841938883034773,0.9841869282396148,0.9724526515151515
K-Nearest Neighbors,Nep87,Enhanced Color+LBP+GLCM,0.9041095890410958,0.9067708018777281,0.9041095890410958,0.9040623071137348,0.888262987012987
Support Vector Machine,Nep87,Enhanced Color+LBP+GLCM,0.958904109589041,0.9590489679936086,0.958904109589041,0.9588901283645462,0.9615340909090909
Random Forest,Nep87,Enhanced Color+LBP+GLCM,0.9325605900948367,0.9332574600849374,0.9325605900948367,0.9324930438117013,0.9262040043290043
K-Nearest Neighbors,Nep87,Enhanced Color+LBP+Edge,0.8703898840885143,0.8740622055495059,0.8703898840885143,0.8702603029123988,0.8710998376623376
Support Vector Machine,Nep87,Enhanced Color+LBP+Edge,0.916754478398314,0.91686303778542,0.916754478398314,0.9167261574563886,0.9225554653679653
Random Forest,Nep87,Enhanced Color+LBP+Edge,0.9083245521601686,0.9085655748285032,0.9083245521601686,0.9082741853485519,0.8981236471861471
K-Nearest Neighbors,Nep87,Enhanced Color+GLCM+Edge,0.9135932560590094,0.9161529400037727,0.9135932560590094,0.9135552573576494,0.9002029220779221
Support Vector Machine,Nep87,Enhanced Color+GLCM+Edge,0.9515279241306639,0.951884429244777,0.9515279241306639,0.9514984876473424,0.9599797077922079
Random Forest,Nep87,Enhanced Color+GLCM+Edge,0.9325605900948367,0.9326537682943451,0.9325605900948367,0.9325407971357488,0.9241166125541126
K-Nearest Neighbors,Nep87,Zernike moments+LBP+GLCM,0.9778714436248683,0.9780326365872936,0.9778714436248683,0.9778639152732173,0.9771279761904763
Support Vector Machine,Nep87,Zernike moments+LBP+GLCM,0.9873551106427819,0.9874289354945724,0.9873551106427819,0.987352496319919,0.9812824675324675
Random Forest,Nep87,Zernike moments+LBP+GLCM,0.9841938883034773,0.9844450664979691,0.9841938883034773,0.9841869282396148,0.9740137987012986
K-Nearest Neighbors,Nep87,Zernike moments+LBP+Edge,0.9747102212855637,0.9748341587940889,0.9747102212855637,0.9747027989259058,0.9698525432900432
Support Vector Machine,Nep87,Zernike moments+LBP+Edge,0.9810326659641728,0.9810626740394565,0.9810326659641728,0.9810302206334756,0.9797253787878788
Random Forest,Nep87,Zernike moments+LBP+Edge,0.9778714436248683,0.9780326365872936,0.9778714436248683,0.9778639152732173,0.9724512987012988
K-Nearest Neighbors,Nep87,Zernike moments+GLCM+Edge,0.9747102212855637,0.9751050454412566,0.9747102212855637,0.9746948631203526,0.9745319264069264
Support Vector Machine,Nep87,Zernike moments+GLCM+Edge,0.9715489989462592,0.9718833797620752,0.9715489989462592,0.9715333678667921,0.978691829004329
Random Forest,Nep87,Zernike moments+GLCM+Edge,0.9789251844046365,0.9793269756587982,0.9789251844046365,0.9789123859336271,0.974011093073593
K-Nearest Neighbors,Nep87,LBP+GLCM+Edge,0.8977871443624869,0.8978200825406868,0.8977871443624869,0.8977946389975976,0.9038460497835498
Support Vector Machine,Nep87,LBP+GLCM+Edge,0.9515279241306639,0.951884429244777,0.9515279241306639,0.9514984876473424,0.9625744047619047
Random Forest,Nep87,LBP+GLCM+Edge,0.9336143308746049,0.9342423172816412,0.9336143308746049,0.9335525743586742,0.9183969155844155
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Zernike moments+LBP,0.9789251844046365,0.9789545739499486,0.9789251844046365,0.9789224673705285,0.974534632034632
Support Vector Machine,Nep87,Basic+Enhanced Color+Zernike moments+LBP,0.9884088514225501,0.9885108125749243,0.9884088514225501,0.9884059651579153,0.9864853896103896
Random Forest,Nep87,Basic+Enhanced Color+Zernike moments+LBP,0.9841938883034773,0.9843605261185219,0.9841938883034773,0.9841885109094408,0.9760930735930737
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Zernike moments+GLCM,0.9831401475237092,0.9831707741289644,0.9831401475237092,0.9831379738964228,0.9760917207792208
Support Vector Machine,Nep87,Basic+Enhanced Color+Zernike moments+GLCM,0.9863013698630136,0.9864698226289313,0.9863013698630136,0.9862967094548487,0.9849228896103895
Random Forest,Nep87,Basic+Enhanced Color+Zernike moments+GLCM,0.9852476290832455,0.985455427718169,0.9852476290832455,0.9852418880696752,0.9786891233766234
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Zernike moments+Edge,0.982086406743941,0.9822512296081124,0.982086406743941,0.9820803123640329,0.9786891233766234
Support Vector Machine,Nep87,Basic+Enhanced Color+Zernike moments+Edge,0.9894625922023182,0.989495074397488,0.9894625922023182,0.9894612336852642,0.9880397727272726
Random Forest,Nep87,Basic+Enhanced Color+Zernike moments+Edge,0.9841938883034773,0.9843605261185219,0.9841938883034773,0.9841885109094408,0.9776488095238095
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+LBP+GLCM,0.9546891464699684,0.9554661251183906,0.9546891464699684,0.9546948822439574,0.9423119588744588
Support Vector Machine,Nep87,Basic+Enhanced Color+LBP+GLCM,0.982086406743941,0.9821845283550126,0.982086406743941,0.9820819461531418,0.982842261904762
Random Forest,Nep87,Basic+Enhanced Color+LBP+GLCM,0.9852476290832455,0.9853204133561728,0.9852476290832455,0.9852445790399054,0.9755708874458874
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+LBP+Edge,0.964172813487882,0.964493555051813,0.964172813487882,0.9641790205541523,0.9537472943722944
Support Vector Machine,Nep87,Basic+Enhanced Color+LBP+Edge,0.9831401475237092,0.9833458353372847,0.9831401475237092,0.9831335863653431,0.9844020562770563
Random Forest,Nep87,Basic+Enhanced Color+LBP+Edge,0.9831401475237092,0.9832118912177732,0.9831401475237092,0.9831366617598919,0.9719291125541126
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+GLCM+Edge,0.9599578503688093,0.9601843767418895,0.9599578503688093,0.9599645212734589,0.9521847943722944
Support Vector Machine,Nep87,Basic+Enhanced Color+GLCM+Edge,0.9810326659641728,0.9811033690793733,0.9810326659641728,0.9810287444798784,0.9854410173160174
Random Forest,Nep87,Basic+Enhanced Color+GLCM+Edge,0.9852476290832455,0.9853204133561728,0.9852476290832455,0.9852445790399054,0.9745292207792208
K-Nearest Neighbors,Nep87,Basic+Zernike moments+LBP+GLCM,0.9799789251844047,0.9800757669483753,0.9799789251844047,0.9799739398182173,0.9750487012987012
Support Vector Machine,Nep87,Basic+Zernike moments+LBP+GLCM,0.9884088514225501,0.9885791191393407,0.9884088514225501,0.9884049080002566,0.9807643398268399
Random Forest,Nep87,Basic+Zernike moments+LBP+GLCM,0.9841938883034773,0.9844450664979691,0.9841938883034773,0.9841869282396148,0.9776501623376623
K-Nearest Neighbors,Nep87,Basic+Zernike moments+LBP+Edge,0.9799789251844047,0.980141933097703,0.9799789251844047,0.979972113818625,0.9781723484848485
Support Vector Machine,Nep87,Basic+Zernike moments+LBP+Edge,0.9841938883034773,0.9842106284030999,0.9841938883034773,0.9841924127663597,0.9838825757575757
Random Forest,Nep87,Basic+Zernike moments+LBP+Edge,0.982086406743941,0.9823351593425541,0.982086406743941,0.9820785186715635,0.975573593073593
K-Nearest Neighbors,Nep87,Basic+Zernike moments+GLCM+Edge,0.9789251844046365,0.979126650575516,0.9789251844046365,0.9789169829566787,0.9745319264069264
Support Vector Machine,Nep87,Basic+Zernike moments+GLCM+Edge,0.9810326659641728,0.9811033690793733,0.9810326659641728,0.9810287444798784,0.9844007034632035
Random Forest,Nep87,Basic+Zernike moments+GLCM+Edge,0.9831401475237092,0.9833458353372847,0.9831401475237092,0.9831335863653431,0.9786877705627705
K-Nearest Neighbors,Nep87,Basic+LBP+GLCM+Edge,0.9610115911485775,0.961283160555128,0.9610115911485775,0.9610182594977793,0.9527015692640692
Support Vector Machine,Nep87,Basic+LBP+GLCM+Edge,0.9852476290832455,0.9852788742184722,0.9852476290832455,0.9852457271593698,0.9802408008658009
Random Forest,Nep87,Basic+LBP+GLCM+Edge,0.9831401475237092,0.9832702368940376,0.9831401475237092,0.9831351992839371,0.9703706709956711
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+LBP+GLCM,0.9757639620653319,0.9758582441351006,0.9757639620653319,0.9757579271483684,0.9734929653679654
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+LBP+GLCM,0.9884088514225501,0.9885108125749243,0.9884088514225501,0.9884059651579153,0.9854410173160172
Random Forest,Nep87,Enhanced Color+Zernike moments+LBP+GLCM,0.9852476290832455,0.985455427718169,0.9852476290832455,0.9852418880696752,0.9745319264069264
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+LBP+Edge,0.9799789251844047,0.9800757669483753,0.9799789251844047,0.9799739398182173,0.9750514069264069
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+LBP+Edge,0.9863013698630136,0.986402051168287,0.9863013698630136,0.9862979588229908,0.9885606060606061
Random Forest,Nep87,Enhanced Color+Zernike moments+LBP+Edge,0.9852476290832455,0.985455427718169,0.9852476290832455,0.9852418880696752,0.9745305735930737
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+GLCM+Edge,0.9768177028451,0.976886324802574,0.9768177028451,0.9768129099198513,0.9766098484848484
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+GLCM+Edge,0.9810326659641728,0.9813284735962968,0.9810326659641728,0.9810233007544028,0.985443722943723
Random Forest,Nep87,Enhanced Color+Zernike moments+GLCM+Edge,0.9831401475237092,0.9834387144503266,0.9831401475237092,0.9831318228928024,0.9745305735930737
K-Nearest Neighbors,Nep87,Enhanced Color+LBP+GLCM+Edge,0.9093782929399368,0.9111680832113849,0.9093782929399368,0.9093631989822263,0.8970955086580087
Support Vector Machine,Nep87,Enhanced Color+LBP+GLCM+Edge,0.9610115911485775,0.9612360877884046,0.9610115911485775,0.9609944229910501,0.9651731601731601
Random Forest,Nep87,Enhanced Color+LBP+GLCM+Edge,0.9367755532139094,0.9369348029578292,0.9367755532139094,0.9367509488700363,0.9215178571428572
K-Nearest Neighbors,Nep87,Zernike moments+LBP+GLCM+Edge,0.9789251844046365,0.979126650575516,0.9789251844046365,0.9789169829566787,0.9734889069264069
