Model,Dataset,Feature Combination,Best Params,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Random Forest,Q5,Basic+Enhanced Color+Zernike moments+GLCM,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9637826961770624,0.963900563957071,0.9637826961770624,0.9637791767020923,0.9518868388079502
K-Nearest Neighbors,Q5,Basic+Enhanced Color+Zernike moments+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.954728370221328,0.9572505832754462,0.954728370221328,0.9546587430968402,0.9489116281355182
Support Vector Machine,Q5,Basic+Enhanced Color+Zernike moments+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9788732394366197,0.9791989505106364,0.9788732394366197,0.9788685125034227,0.9707355723165367
Random Forest,Q5,Basic+Enhanced Color+Zernike moments+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9647887323943662,0.9648343576196408,0.9647887323943662,0.9647871285692504,0.9518856103972679
K-Nearest Neighbors,Q5,Basic+Enhanced Color+LBP+GLCM,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9285714285714286,0.935097103357472,0.9285714285714286,0.9282835538823733,0.9196521140947842
Support Vector Machine,Q5,Basic+Enhanced Color+LBP+GLCM,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.96579476861167,0.9662737150144111,0.96579476861167,0.9657836859111162,0.9623086750362381
Random Forest,Q5,Basic+Enhanced Color+LBP+GLCM,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",0.96579476861167,0.9658238368679033,0.96579476861167,0.965793660718527,0.9484153502198855
K-Nearest Neighbors,Q5,Basic+Enhanced Color+LBP+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9356136820925554,0.9407938200112584,0.9356136820925554,0.9354088850152685,0.9251038007026511
Support Vector Machine,Q5,Basic+Enhanced Color+LBP+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9668008048289738,0.9671169766915809,0.9668008048289738,0.9667933767910929,0.9662727563078889
Random Forest,Q5,Basic+Enhanced Color+LBP+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9637826961770624,0.9638485471536623,0.9637826961770624,0.9637804966031736,0.9469265164729872
K-Nearest Neighbors,Q5,Basic+Enhanced Color+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9346076458752515,0.939971507746842,0.9346076458752515,0.9343921188715445,0.9295727587647102
Support Vector Machine,Q5,Basic+Enhanced Color+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9698189134808853,0.970188673672736,0.9698189134808853,0.9698112132263548,0.959826057047392
Random Forest,Q5,Basic+Enhanced Color+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9647887323943662,0.9648789679696791,0.9647887323943662,0.9647859879602746,0.9533744441441663
K-Nearest Neighbors,Q5,Basic+Zernike moments+LBP+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9154929577464789,0.9233809192798099,0.9154929577464789,0.9150719925565283,0.9300628946269317
Support Vector Machine,Q5,Basic+Zernike moments+LBP+GLCM,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9607645875251509,0.9609869556017029,0.9607645875251509,0.9607580337987212,0.9583359948898116
Random Forest,Q5,Basic+Zernike moments+LBP+GLCM,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9416498993963782,0.9417114483047223,0.9416498993963782,0.9416463556384465,0.948910399724836
K-Nearest Neighbors,Q5,Basic+Zernike moments+LBP+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9245472837022133,0.9290376657982292,0.9245472837022133,0.9243324182141982,0.9285740608800334
Support Vector Machine,Q5,Basic+Zernike moments+LBP+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.96579476861167,0.9662737150144111,0.96579476861167,0.9657836859111162,0.958831044394762
Random Forest,Q5,Basic+Zernike moments+LBP+Edge,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': True}",0.9366197183098591,0.936620972800365,0.9366197183098591,0.9366193975630167,0.9419575952632485
K-Nearest Neighbors,Q5,Basic+Zernike moments+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.920523138832998,0.9249689784901052,0.920523138832998,0.9202968138522888,0.9340343463626761
Support Vector Machine,Q5,Basic+Zernike moments+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.959758551307847,0.96035671714312,0.959758551307847,0.9597424148272545,0.9588359580374911
Random Forest,Q5,Basic+Zernike moments+GLCM+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9386317907444668,0.9386462834924227,0.9386317907444668,0.9386304863422891,0.9434537994742402
K-Nearest Neighbors,Q5,Basic+LBP+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.903420523138833,0.9115389535600869,0.903420523138833,0.9029113616727232,0.8963405645775495
Support Vector Machine,Q5,Basic+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9607645875251509,0.9611800178502925,0.9607645875251509,0.9607532658934853,0.941969879370071
Random Forest,Q5,Basic+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9466800804828974,0.946980353659822,0.9466800804828974,0.9466681506038764,0.9429636636120188
K-Nearest Neighbors,Q5,Enhanced Color+Zernike moments+LBP+GLCM,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9466800804828974,0.9510467686482879,0.9466800804828974,0.9465395323341095,0.9429636636120188
Support Vector Machine,Q5,Enhanced Color+Zernike moments+LBP+GLCM,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9688128772635815,0.9691306389947569,0.9688128772635815,0.9688058994098145,0.9667653489914748
Random Forest,Q5,Enhanced Color+Zernike moments+LBP+GLCM,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9627766599597586,0.9628663821847694,0.9627766599597586,0.9627737587008617,0.9518880672186325
K-Nearest Neighbors,Q5,Enhanced Color+Zernike moments+LBP+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9527162977867203,0.9558046434915579,0.9527162977867203,0.9526278216636513,0.9479203007149349
Support Vector Machine,Q5,Enhanced Color+Zernike moments+LBP+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9748490945674044,0.9751716259042846,0.9748490945674044,0.9748434672659794,0.968254182738373
Random Forest,Q5,Enhanced Color+Zernike moments+LBP+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9617706237424547,0.9617774829044147,0.9617706237424547,0.9617701594180468,0.9508942829766847
K-Nearest Neighbors,Q5,Enhanced Color+Zernike moments+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9466800804828974,0.9503554414723636,0.9466800804828974,0.9465607965466174,0.9454413679581357
Support Vector Machine,Q5,Enhanced Color+Zernike moments+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.971830985915493,0.9723169794860127,0.971830985915493,0.9718218589856251,0.9677628184654694
Random Forest,Q5,Enhanced Color+Zernike moments+GLCM+Edge,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': False}",0.9637826961770624,0.9638485471536623,0.9637826961770624,0.9637804966031736,0.9523855735449477
K-Nearest Neighbors,Q5,Enhanced Color+LBP+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.8873239436619719,0.8981005846039215,0.8873239436619719,0.8865136651201055,0.8814534555192491
Support Vector Machine,Q5,Enhanced Color+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9416498993963782,0.9417605960172051,0.9416498993963782,0.9416442291311489,0.9221249047981722
Random Forest,Q5,Enhanced Color+LBP+GLCM+Edge,"{'n_estimators': 150, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.9275653923541247,0.9282473871726453,0.9275653923541247,0.9275301822072125,0.8978183426283074
K-Nearest Neighbors,Q5,Zernike moments+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.8843058350100603,0.8922537708874898,0.8843058350100603,0.8836787334929037,0.8958406014298699
Support Vector Machine,Q5,Zernike moments+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9235412474849095,0.9262795267394291,0.9235412474849095,0.9234047832273021,0.9295666167112989
Random Forest,Q5,Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.9104627766599598,0.9116586768343314,0.9104627766599598,0.9103868526866693,0.9151880696754539
K-Nearest Neighbors,Q5,Basic+Enhanced Color+Zernike moments+LBP+GLCM,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9466800804828974,0.9503554414723636,0.9466800804828974,0.9465607965466174,0.9459388742844508
Support Vector Machine,Q5,Basic+Enhanced Color+Zernike moments+LBP+GLCM,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9728370221327968,0.9730663840440146,0.9728370221327968,0.972832484937576,0.9672603984964253
Random Forest,Q5,Basic+Enhanced Color+Zernike moments+LBP+GLCM,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9647887323943662,0.9648343576196408,0.9647887323943662,0.9647871285692504,0.9523843451342652
K-Nearest Neighbors,Q5,Basic+Enhanced Color+Zernike moments+LBP+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9496981891348089,0.9523286600934326,0.9496981891348089,0.9496167899973085,0.9508967397980491
Support Vector Machine,Q5,Basic+Enhanced Color+Zernike moments+LBP+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9748490945674044,0.9751716259042846,0.9748490945674044,0.9748434672659794,0.9687492322433237
Random Forest,Q5,Basic+Enhanced Color+Zernike moments+LBP+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.9647887323943662,0.9648789679696791,0.9647887323943662,0.9647859879602746,0.9518880672186325
K-Nearest Neighbors,Q5,Basic+Enhanced Color+Zernike moments+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9517102615694165,0.9546415068116707,0.9517102615694165,0.9516240736172435,0.9504016902930988
Support Vector Machine,Q5,Basic+Enhanced Color+Zernike moments+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9728370221327968,0.9732649300472093,0.9728370221327968,0.9728291840801052,0.9687516890646881
Random Forest,Q5,Basic+Enhanced Color+Zernike moments+GLCM+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9668008048289738,0.9670266698228588,0.9668008048289738,0.9667952593681486,0.9499029555561016
K-Nearest Neighbors,Q5,Basic+Enhanced Color+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9265593561368209,0.9330532156070062,0.9265593561368209,0.9262633723015948,0.9201459351890524
Support Vector Machine,Q5,Basic+Enhanced Color+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9708249496981891,0.9712507780143899,0.9708249496981891,0.9708165310490019,0.9593334643638063
Random Forest,Q5,Basic+Enhanced Color+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.96579476861167,0.9658610106853842,0.96579476861167,0.9657926912363306,0.9518868388079502
K-Nearest Neighbors,Q5,Basic+Zernike moments+LBP+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9235412474849095,0.9293583024880009,0.9235412474849095,0.923261885659123,0.928581431344127
Support Vector Machine,Q5,Basic+Zernike moments+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9577464788732394,0.9581052798250723,0.9577464788732394,0.9577356985168967,0.9608161560572931
Random Forest,Q5,Basic+Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.9396378269617707,0.9397478716590354,0.9396378269617707,0.939631961170154,0.9454352259047246
K-Nearest Neighbors,Q5,Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9446680080482898,0.9493811023388489,0.9446680080482898,0.9445104400237453,0.945442596368818
Support Vector Machine,Q5,Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.971830985915493,0.9723169794860127,0.971830985915493,0.9718218589856251,0.9672653121391545
Random Forest,Q5,Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9637826961770624,0.963900563957071,0.9637826961770624,0.9637791767020923,0.9533732157334841
K-Nearest Neighbors,Q5,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9496981891348089,0.9532351997264096,0.9496981891348089,0.949590413974271,0.9469338869370809
Support Vector Machine,Q5,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.971830985915493,0.9723169794860127,0.971830985915493,0.9718218589856251,0.9672616269071076
Random Forest,Q5,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.96579476861167,0.9659132883152407,0.96579476861167,0.9657914446630873,0.9484153502198855
K-Nearest Neighbors,Thien_uu,Basic+Enhanced Color,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.972809667673716,0.97295628379436,0.972809667673716,0.9728029619834272,0.9471564112522888
Support Vector Machine,Thien_uu,Basic+Enhanced Color,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9848942598187311,0.9849683842098832,0.9848942598187311,0.9848953629810976,0.9836320257448815
Random Forest,Thien_uu,Basic+Enhanced Color,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9667673716012085,0.9669316636394337,0.9667673716012085,0.9667701017536071,0.9635382566720301
K-Nearest Neighbors,Thien_uu,Basic+Zernike moments,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.972809667673716,0.9729739597119413,0.972809667673716,0.9728119014347694,0.9732036841813239
Support Vector Machine,Thien_uu,Basic+Zernike moments,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9848942598187311,0.9851841391341296,0.9848942598187311,0.984895362860266,0.9851162403595405
Random Forest,Thien_uu,Basic+Zernike moments,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9773413897280967,0.9777054927798224,0.9773413897280967,0.9773427857427401,0.9717139211008157
K-Nearest Neighbors,Thien_uu,Basic+LBP,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.9607250755287009,0.9607838088037591,0.9607250755287009,0.9607193365697199,0.935243855074072
Support Vector Machine,Thien_uu,Basic+LBP,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.974320241691843,0.974542222722254,0.974320241691843,0.9743222927018191,0.9657715141763303
Random Forest,Thien_uu,Basic+LBP,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",0.9622356495468278,0.9625960296634642,0.9622356495468278,0.9622379762379004,0.9516173777950396
K-Nearest Neighbors,Thien_uu,Basic+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9516616314199395,0.9517170526682089,0.9516616314199395,0.9516545680858091,0.9397270154802196
Support Vector Machine,Thien_uu,Basic+GLCM,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9758308157099698,0.9761193713755263,0.9758308157099698,0.9758325805764257,0.9717166953337403
Random Forest,Thien_uu,Basic+GLCM,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': True}",0.9652567975830816,0.9656179222867359,0.9652567975830816,0.9652589381388684,0.9404483160406147
K-Nearest Neighbors,Thien_uu,Basic+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9607250755287009,0.9609774525090805,0.9607250755287009,0.9607107234126153,0.9382233812350886
Support Vector Machine,Thien_uu,Basic+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9788519637462235,0.9790162557844488,0.9788519637462235,0.9788537011159318,0.9672585030239139
Random Forest,Thien_uu,Basic+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9607250755287009,0.9610114251111872,0.9607250755287009,0.960727943436692,0.9471536370193642
K-Nearest Neighbors,Thien_uu,Enhanced Color+Zernike moments,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9833836858006042,0.9833871893965628,0.9833836858006042,0.9833831927067629,0.9709704266770238
Support Vector Machine,Thien_uu,Enhanced Color+Zernike moments,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9894259818731118,0.989431029255622,0.9894259818731118,0.9894262473560911,0.9888364867114243
Random Forest,Thien_uu,Enhanced Color+Zernike moments,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9803625377643505,0.9804775266956317,0.9803625377643505,0.9803641062696467,0.9709732009099484
K-Nearest Neighbors,Thien_uu,Enhanced Color+LBP,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.8036253776435045,0.8065054038899748,0.8036253776435045,0.8029211579892619,0.802810297952616
Support Vector Machine,Thien_uu,Enhanced Color+LBP,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.8927492447129909,0.8936445785459854,0.8927492447129909,0.8927382317085802,0.8951007046551629
Random Forest,Thien_uu,Enhanced Color+LBP,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': True}",0.8187311178247734,0.8203613575528216,0.8187311178247734,0.8186400994516392,0.8392803639793597
K-Nearest Neighbors,Thien_uu,Enhanced Color+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.851963746223565,0.8546434750918184,0.851963746223565,0.8515364054983121,0.8601259501747768
Support Vector Machine,Thien_uu,Enhanced Color+GLCM,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9229607250755287,0.922960366439722,0.9229607250755287,0.9229584389131729,0.9360095433612606
Random Forest,Thien_uu,Enhanced Color+GLCM,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.8897280966767371,0.8898472219005106,0.8897280966767371,0.8897369044372463,0.8898712755922986
K-Nearest Neighbors,Thien_uu,Enhanced Color+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.7598187311178247,0.7605934777047092,0.7598187311178247,0.7594379837414129,0.7715946290850579
Support Vector Machine,Thien_uu,Enhanced Color+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.8595166163141994,0.859560233034752,0.8595166163141994,0.8594893507558354,0.8601314986406259
Random Forest,Thien_uu,Enhanced Color+Edge,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': True}",0.783987915407855,0.7840023404409305,0.783987915407855,0.7839933388458632,0.8028491372135604
K-Nearest Neighbors,Thien_uu,Zernike moments+LBP,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9667673716012085,0.9668428196422025,0.9667673716012085,0.966769798558415,0.9635271597403319
Support Vector Machine,Thien_uu,Zernike moments+LBP,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9788519637462235,0.9793006750388416,0.9788519637462235,0.9788529288811384,0.9746906730289074
Random Forest,Thien_uu,Zernike moments+LBP,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",0.9803625377643505,0.9809050072682308,0.9803625377643505,0.9803630306691649,0.9650113743549907
K-Nearest Neighbors,Thien_uu,Zernike moments+GLCM,"{'weights': 'uniform', 'n_neighbors': 43, 'metric': 'euclidean'}",0.9667673716012085,0.9670546036169229,0.9667673716012085,0.9667697982925854,0.9702186095544582
Support Vector Machine,Thien_uu,Zernike moments+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 0.046415888336127795}",0.9758308157099698,0.9759951077481951,0.9758308157099698,0.9758328012753507,0.9754341674526994
Random Forest,Thien_uu,Zernike moments+GLCM,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.9773413897280967,0.9777054927798224,0.9773413897280967,0.9773427857427401,0.9687343949397992
K-Nearest Neighbors,Thien_uu,Zernike moments+Edge,"{'weights': 'distance', 'n_neighbors': 31, 'metric': 'euclidean'}",0.9758308157099698,0.9764723114299526,0.9758308157099698,0.9758308157099698,0.9642789768628974
Support Vector Machine,Thien_uu,Zernike moments+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9682779456193353,0.9684995405957806,0.9682779456193353,0.9682804792198941,0.9739499528380403
Random Forest,Thien_uu,Zernike moments+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9773413897280967,0.9778823422590915,0.9773413897280967,0.977341958464421,0.9650141485879156
K-Nearest Neighbors,Thien_uu,LBP+GLCM,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.7915407854984894,0.7919038402519232,0.7915407854984894,0.7913673743850659,0.8028158464184653
Support Vector Machine,Thien_uu,LBP+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9003021148036254,0.9015858756159086,0.9003021148036254,0.9002775434320366,0.8846501692282084
Random Forest,Thien_uu,LBP+GLCM,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.8308157099697885,0.8324848662747094,0.8308157099697885,0.8307307594881966,0.8229068412583921
K-Nearest Neighbors,Thien_uu,LBP+Edge,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.7658610271903323,0.7744605971816422,0.7658610271903323,0.763452654078009,0.7916634300615879
Support Vector Machine,Thien_uu,LBP+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.8277945619335347,0.8284123244847655,0.8277945619335347,0.8276182074411154,0.8377933751317761
Random Forest,Thien_uu,LBP+Edge,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 30, 'bootstrap': True}",0.7915407854984894,0.7928099562732744,0.7915407854984894,0.7911285882545855,0.8013371802696554
K-Nearest Neighbors,Thien_uu,GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 19, 'metric': 'euclidean'}",0.8081570996978852,0.8083824582311188,0.8081570996978852,0.8080462141815642,0.7953975475780947
Support Vector Machine,Thien_uu,GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.8987915407854985,0.8990086961413353,0.8987915407854985,0.8987996241777578,0.8816678688342675
Random Forest,Thien_uu,GLCM+Edge,"{'n_estimators': 150, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.8474320241691843,0.8480768513497617,0.8474320241691843,0.8474274984067972,0.8124923708594574
K-Nearest Neighbors,Thien_uu,Basic+Enhanced Color+Zernike moments,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.986404833836858,0.9864100191259942,0.986404833836858,0.9864051751721172,0.9687371691727238
Support Vector Machine,Thien_uu,Basic+Enhanced Color+Zernike moments,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9788519637462235,0.9789265293539898,0.9788519637462235,0.9788535081735369,0.9873494978638406
Random Forest,Thien_uu,Basic+Enhanced Color+Zernike moments,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}",0.9818731117824774,0.9820374038207026,0.9818731117824774,0.981874600956513,0.970975975142873
K-Nearest Neighbors,Thien_uu,Basic+Enhanced Color+LBP,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9637462235649547,0.9637591914049598,0.9637462235649547,0.9637439062258957,0.9330161460356212
Support Vector Machine,Thien_uu,Basic+Enhanced Color+LBP,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9758308157099698,0.9758308157099698,0.9758308157099698,0.9758308157099698,0.9784247905454142
Random Forest,Thien_uu,Basic+Enhanced Color+LBP,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9652567975830816,0.9656179222867359,0.9652567975830816,0.9652589381388684,0.9657715141763303
K-Nearest Neighbors,Thien_uu,Basic+Enhanced Color+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9682779456193353,0.9682804836573524,0.9682779456193353,0.9682770042583655,0.9419630472174443
Support Vector Machine,Thien_uu,Basic+Enhanced Color+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9788519637462235,0.9789265293539898,0.9788519637462235,0.9788535081735369,0.9813987682405815
