Model,Dataset,Feature Combination,Best Params,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Support Vector Machine,Nep87,Basic+Enhanced Color+LBP+GLCM,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9852476290832456,0.9853204133561728,0.9852476290832456,0.9852445790399054,0.9849188311688312
Random Forest,Nep87,Basic+Enhanced Color+LBP+GLCM,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9841938883034772,0.9842932897616498,0.9841938883034772,0.9841899524880664,0.974011093073593
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+LBP+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.96522655426765,0.9654113092336736,0.96522655426765,0.9652321158870132,0.9620589826839826
Support Vector Machine,Nep87,Basic+Enhanced Color+LBP+Edge,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9831401475237092,0.9833458353372848,0.9831401475237092,0.9831335863653432,0.9844020562770563
Random Forest,Nep87,Basic+Enhanced Color+LBP+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.982086406743941,0.9821845283550126,0.982086406743941,0.9820819461531418,0.9724512987012988
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.9673340358271864,0.9674484532029,0.9673340358271864,0.9673386076550636,0.9620603354978357
Support Vector Machine,Nep87,Basic+Enhanced Color+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9841938883034772,0.9842932897616498,0.9841938883034772,0.9841899524880664,0.9859632034632037
Random Forest,Nep87,Basic+Enhanced Color+GLCM+Edge,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9863013698630136,0.9864698226289312,0.9863013698630136,0.9862967094548488,0.9745292207792208
K-Nearest Neighbors,Nep87,Basic+Zernike moments+LBP+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.982086406743941,0.9822512296081124,0.982086406743941,0.9820803123640328,0.9771293290043288
Support Vector Machine,Nep87,Basic+Zernike moments+LBP+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 0.046415888336127795}",0.987355110642782,0.9874289354945724,0.987355110642782,0.987352496319919,0.9849242424242424
Random Forest,Nep87,Basic+Zernike moments+LBP+GLCM,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': True}",0.9831401475237092,0.9834387144503266,0.9831401475237092,0.9831318228928024,0.9781696428571428
K-Nearest Neighbors,Nep87,Basic+Zernike moments+LBP+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9778714436248684,0.9778868765630594,0.9778714436248684,0.9778693778729038,0.9812878787878788
Support Vector Machine,Nep87,Basic+Zernike moments+LBP+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9852476290832456,0.9852476290832456,0.9852476290832456,0.9852476290832456,0.9880411255411256
Random Forest,Nep87,Basic+Zernike moments+LBP+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9841938883034772,0.9842932897616498,0.9841938883034772,0.9841899524880664,0.975573593073593
K-Nearest Neighbors,Nep87,Basic+Zernike moments+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 67, 'metric': 'euclidean'}",0.9778714436248684,0.9780326365872936,0.9778714436248684,0.9778639152732173,0.9776488095238096
Support Vector Machine,Nep87,Basic+Zernike moments+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9841938883034772,0.9842433313183078,0.9841938883034772,0.9841912530760468,0.9870021645021644
Random Forest,Nep87,Basic+Zernike moments+GLCM+Edge,"{'n_estimators': 250, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.9831401475237092,0.9833458353372848,0.9831401475237092,0.9831335863653432,0.979208603896104
K-Nearest Neighbors,Nep87,Basic+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9662802950474184,0.9663209319376004,0.9662802950474184,0.9662834416604827,0.9646563852813854
Support Vector Machine,Nep87,Basic+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9863013698630136,0.98635163302264,0.9863013698630136,0.9862990859992408,0.981285173160173
Random Forest,Nep87,Basic+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",0.9841938883034772,0.9842932897616498,0.9841938883034772,0.9841899524880664,0.9672551406926408
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+LBP+GLCM,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.982086406743941,0.9822512296081124,0.982086406743941,0.9820803123640328,0.9818073593073594
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+LBP+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 0.046415888336127795}",0.9894625922023182,0.9896746124799376,0.9894625922023182,0.9894584914783394,0.9906398809523808
Random Forest,Nep87,Enhanced Color+Zernike moments+LBP+GLCM,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.9863013698630136,0.9864698226289312,0.9863013698630136,0.9862967094548488,0.9776488095238096
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+LBP+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.982086406743941,0.982335159342554,0.982086406743941,0.9820785186715636,0.98232683982684
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+LBP+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 0.046415888336127795}",0.9863013698630136,0.9864698226289312,0.9863013698630136,0.9862967094548488,0.9890854978354978
Random Forest,Nep87,Enhanced Color+Zernike moments+LBP+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9852476290832456,0.985455427718169,0.9852476290832456,0.9852418880696752,0.9781709956709956
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9799789251844048,0.980141933097703,0.9799789251844048,0.979972113818625,0.978690476190476
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 0.046415888336127795}",0.9863013698630136,0.9864698226289312,0.9863013698630136,0.9862967094548488,0.9875216450216452
Random Forest,Nep87,Enhanced Color+Zernike moments+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.9863013698630136,0.9864698226289312,0.9863013698630136,0.9862967094548488,0.9766112012987014
K-Nearest Neighbors,Nep87,Enhanced Color+LBP+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.9135932560590094,0.9139153455125456,0.9135932560590094,0.9136082260423672,0.910610119047619
Support Vector Machine,Nep87,Enhanced Color+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.9747102212855636,0.9747495847616756,0.9747102212855636,0.974712581245362,0.9818073593073594
Random Forest,Nep87,Enhanced Color+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.934668071654373,0.9347627878193324,0.934668071654373,0.9346488972252568,0.9261985930735932
K-Nearest Neighbors,Nep87,Zernike moments+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 19, 'metric': 'euclidean'}",0.9768177028451,0.9771079918882374,0.9768177028451,0.9768062564776034,0.9781669372294372
Support Vector Machine,Nep87,Zernike moments+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 100.0}",0.9799789251844048,0.980141933097703,0.9799789251844048,0.979972113818625,0.9864799783549782
Random Forest,Nep87,Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",0.9841938883034772,0.984360526118522,0.9841938883034772,0.9841885109094408,0.9771293290043288
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Zernike moments+LBP+GLCM,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9852476290832456,0.9853204133561728,0.9852476290832456,0.9852445790399054,0.9786891233766234
Support Vector Machine,Nep87,Basic+Enhanced Color+Zernike moments+LBP+GLCM,"{'kernel': 'linear', 'gamma': 'auto', 'C': 0.046415888336127795}",0.9915700737618546,0.9917063149939862,0.9915700737618546,0.9915675996419684,0.9885592532467532
Random Forest,Nep87,Basic+Enhanced Color+Zernike moments+LBP+GLCM,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9841938883034772,0.9844450664979691,0.9841938883034772,0.9841869282396148,0.9786891233766234
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Zernike moments+LBP+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9841938883034772,0.984360526118522,0.9841938883034772,0.9841885109094408,0.9818073593073594
Support Vector Machine,Nep87,Basic+Enhanced Color+Zernike moments+LBP+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9841938883034772,0.9841969181512428,0.9841938883034772,0.9841943097880814,0.9880465367965368
Random Forest,Nep87,Basic+Enhanced Color+Zernike moments+LBP+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9863013698630136,0.9864698226289312,0.9863013698630136,0.9862967094548488,0.9792099567099568
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Zernike moments+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.982086406743941,0.9822512296081124,0.982086406743941,0.9820803123640328,0.9802475649350648
Support Vector Machine,Nep87,Basic+Enhanced Color+Zernike moments+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9831401475237092,0.9831401475237092,0.9831401475237092,0.9831401475237092,0.9890814393939392
Random Forest,Nep87,Basic+Enhanced Color+Zernike moments+GLCM+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9841938883034772,0.9844450664979691,0.9841938883034772,0.9841869282396148,0.9786891233766234
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+LBP+GLCM+Edge,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",0.9599578503688092,0.960278704256874,0.9599578503688092,0.9599647876781704,0.955305735930736
Support Vector Machine,Nep87,Basic+Enhanced Color+LBP+GLCM+Edge,"{'kernel': 'rbf', 'gamma': 'scale', 'C': 2.1544346900318843}",0.9841938883034772,0.9842932897616498,0.9841938883034772,0.9841899524880664,0.9864813311688312
Random Forest,Nep87,Basic+Enhanced Color+LBP+GLCM+Edge,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.987355110642782,0.987488275944012,0.987355110642782,0.9873513994629528,0.974527867965368
K-Nearest Neighbors,Nep87,Basic+Zernike moments+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 31, 'metric': 'euclidean'}",0.9799789251844048,0.980141933097703,0.9799789251844048,0.979972113818625,0.980246212121212
Support Vector Machine,Nep87,Basic+Zernike moments+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9863013698630136,0.9863185456831134,0.9863013698630136,0.9863000910641784,0.9885619588744587
Random Forest,Nep87,Basic+Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9863013698630136,0.986402051168287,0.9863013698630136,0.9862979588229908,0.9776501623376624
K-Nearest Neighbors,Nep87,Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9841938883034772,0.9842932897616498,0.9841938883034772,0.9841899524880664,0.9797280844155845
Support Vector Machine,Nep87,Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'auto', 'C': 27.825594022071257}",0.987355110642782,0.9873623716822084,0.987355110642782,0.987354351841502,0.9890882034632036
Random Forest,Nep87,Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.9863013698630136,0.9864698226289312,0.9863013698630136,0.9862967094548488,0.9781696428571428
K-Nearest Neighbors,Nep87,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'manhattan'}",0.9841938883034772,0.9842433313183078,0.9841938883034772,0.9841912530760468,0.981286525974026
Support Vector Machine,Nep87,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'kernel': 'linear', 'gamma': 'scale', 'C': 0.5994842503189409}",0.9863013698630136,0.9863027703666104,0.9863013698630136,0.9863009740918288,0.9885660173160172
Random Forest,Nep87,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9852476290832456,0.985455427718169,0.9852476290832456,0.9852418880696752,0.9802475649350648
K-Nearest Neighbors,Xi23,Basic+Enhanced Color,"{'weights': 'distance', 'n_neighbors': 11, 'metric': 'euclidean'}",0.9334795321637428,0.9336783151534388,0.9334795321637428,0.93339716898207,0.9261740877568216
Support Vector Machine,Xi23,Basic+Enhanced Color,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 7.742636826811277}",0.9568713450292398,0.9569524396929824,0.9568713450292398,0.9568867448203456,0.9603895262168644
Random Forest,Xi23,Basic+Enhanced Color,"{'n_estimators': 250, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}",0.9334795321637428,0.9340414863837052,0.9334795321637428,0.9335402075676676,0.9387769784172664
K-Nearest Neighbors,Xi23,Basic+Zernike moments,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'manhattan'}",0.929093567251462,0.9297446950152112,0.929093567251462,0.92893586012384,0.9193350184717092
