Model,Dataset,Feature Combination,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Random Forest,BC-15,Basic+Zernike moments+Edge,0.8814159292035398,0.8843978646989101,0.8814159292035398,0.8806873738688153,0.8695540904377277
K-Nearest Neighbors,BC-15,Basic+Hu moments+LBP,0.8123893805309734,0.8236300634047652,0.8123893805309734,0.8089078788472283,0.7897032660711057
Support Vector Machine,BC-15,Basic+Hu moments+LBP,0.8876106194690265,0.8905753207222045,0.8876106194690265,0.8869375146951192,0.8778386657914015
Random Forest,BC-15,Basic+Hu moments+LBP,0.8557522123893805,0.8573827810290165,0.8557522123893805,0.8550582484214316,0.8521001607824111
K-Nearest Neighbors,BC-15,Basic+Hu moments+GLCM,0.8424778761061947,0.8517613027093581,0.8424778761061947,0.8401728769304049,0.8298417863020997
Support Vector Machine,BC-15,Basic+Hu moments+GLCM,0.9097345132743364,0.9100193784620826,0.9097345132743364,0.9095891187425572,0.8979031690308341
Random Forest,BC-15,Basic+Hu moments+GLCM,0.8769911504424779,0.8789037402897882,0.8769911504424779,0.876399365218276,0.8682326302670511
K-Nearest Neighbors,BC-15,Basic+Hu moments+Edge,0.8256637168141593,0.8370024577662114,0.8256637168141593,0.8225629197200215,0.8071476819742939
Support Vector Machine,BC-15,Basic+Hu moments+Edge,0.8929203539823009,0.8957266042152016,0.8929203539823009,0.8923116544631584,0.8782734442636831
Random Forest,BC-15,Basic+Hu moments+Edge,0.8699115044247787,0.8715439937767118,0.8699115044247787,0.8693218210070826,0.8534140099513848
K-Nearest Neighbors,BC-15,Basic+LBP+GLCM,0.8327433628318585,0.8454959661510538,0.8327433628318585,0.8295959940202892,0.829838932176461
Support Vector Machine,BC-15,Basic+LBP+GLCM,0.911504424778761,0.9129624427067888,0.911504424778761,0.9111847892753876,0.8952906926962925
Random Forest,BC-15,Basic+LBP+GLCM,0.8761061946902655,0.8785302376218576,0.8761061946902655,0.8754204675765906,0.8669292462254188
K-Nearest Neighbors,BC-15,Basic+LBP+Edge,0.8238938053097346,0.8342103061668047,0.8238938053097346,0.8209380662673168,0.8115068831996652
Support Vector Machine,BC-15,Basic+LBP+Edge,0.8920353982300885,0.8949501035586519,0.8920353982300885,0.8914053207387597,0.8830731322126134
Random Forest,BC-15,Basic+LBP+Edge,0.8619469026548673,0.8635689202140504,0.8619469026548673,0.8613020424252723,0.8538440315476021
K-Nearest Neighbors,BC-15,Basic+GLCM+Edge,0.8460176991150442,0.8563662802775354,0.8460176991150442,0.8436200302446883,0.8398740379218159
Support Vector Machine,BC-15,Basic+GLCM+Edge,0.913274336283186,0.9147493303963742,0.913274336283186,0.91296109348988,0.898343655754393
Random Forest,BC-15,Basic+GLCM+Edge,0.8752212389380531,0.8767390037226546,0.8752212389380531,0.8746894866709362,0.8695464794360248
K-Nearest Neighbors,BC-15,Enhanced Color+Skewness and Kurtosis+Zernike moments,0.868141592920354,0.8746391572355101,0.868141592920354,0.8667492203816642,0.8577475240460085
Support Vector Machine,BC-15,Enhanced Color+Skewness and Kurtosis+Zernike moments,0.9460176991150444,0.946068872734436,0.9460176991150444,0.9459828490107774,0.9284489729904576
Random Forest,BC-15,Enhanced Color+Skewness and Kurtosis+Zernike moments,0.9176991150442478,0.917679058512776,0.9176991150442478,0.917682585833494,0.8935392109293984
K-Nearest Neighbors,BC-15,Enhanced Color+Skewness and Kurtosis+Hu moments,0.8415929203539823,0.8449082180472082,0.8415929203539823,0.8403871603779944,0.8403002540171819
Support Vector Machine,BC-15,Enhanced Color+Skewness and Kurtosis+Hu moments,0.915929203539823,0.915937627698298,0.915929203539823,0.9158749287872764,0.9022633216314184
Random Forest,BC-15,Enhanced Color+Skewness and Kurtosis+Hu moments,0.9053097345132743,0.905778827819296,0.9053097345132743,0.9053845245903912,0.8743395077584648
K-Nearest Neighbors,BC-15,Enhanced Color+Skewness and Kurtosis+LBP,0.8300884955752212,0.8348903778554287,0.8300884955752212,0.8283938615344467,0.804970935487247
Support Vector Machine,BC-15,Enhanced Color+Skewness and Kurtosis+LBP,0.8831858407079646,0.8834399058969578,0.8831858407079646,0.8829747403414328,0.87347280493954
Random Forest,BC-15,Enhanced Color+Skewness and Kurtosis+LBP,0.8628318584070797,0.8628507068153086,0.8628318584070797,0.8628406045917352,0.8394449677008116
K-Nearest Neighbors,BC-15,Enhanced Color+Skewness and Kurtosis+GLCM,0.8292035398230089,0.8308096712515007,0.8292035398230089,0.8282835094314537,0.8246025630048235
Support Vector Machine,BC-15,Enhanced Color+Skewness and Kurtosis+GLCM,0.9026548672566372,0.9026559852461165,0.9026548672566372,0.9025842625732916,0.8891828638296657
Random Forest,BC-15,Enhanced Color+Skewness and Kurtosis+GLCM,0.868141592920354,0.8682555633768846,0.868141592920354,0.8681815352059967,0.8516587226836391
K-Nearest Neighbors,BC-15,Enhanced Color+Skewness and Kurtosis+Edge,0.8097345132743363,0.8104945537073931,0.8097345132743363,0.8089236853492998,0.8062800277801561
Support Vector Machine,BC-15,Enhanced Color+Skewness and Kurtosis+Edge,0.8814159292035398,0.8814159292035398,0.8814159292035398,0.8814159292035398,0.8656268135589995
Random Forest,BC-15,Enhanced Color+Skewness and Kurtosis+Edge,0.8548672566371681,0.8551657231632046,0.8548672566371681,0.8549494255925175,0.8350743499728857
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+Hu moments,0.868141592920354,0.876612793526579,0.868141592920354,0.8664768814694422,0.8254711685741739
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+Hu moments,0.9371681415929204,0.937831361641983,0.9371681415929204,0.9370353231580392,0.9188438888413202
Random Forest,BC-15,Enhanced Color+Zernike moments+Hu moments,0.9141592920353984,0.9141455899523044,0.9141592920353984,0.9141171488942886,0.8778310547896986
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+LBP,0.8831858407079646,0.8911772221587669,0.8831858407079646,0.8818342242971012,0.86910408996204
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+LBP,0.9389380530973452,0.9397403082252268,0.9389380530973452,0.9387959956976264,0.9441561777549448
Random Forest,BC-15,Enhanced Color+Zernike moments+LBP,0.913274336283186,0.913988077817031,0.913274336283186,0.9130631447554756,0.8961612010160687
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+GLCM,0.8707964601769912,0.875508319571379,0.8707964601769912,0.8697000093478956,0.8573317730779841
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+GLCM,0.9495575221238938,0.9495603546833246,0.9495575221238938,0.9495402354761432,0.9345482394801684
Random Forest,BC-15,Enhanced Color+Zernike moments+GLCM,0.913274336283186,0.913292559511698,0.913274336283186,0.9132114339289328,0.8970221955837163
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+Edge,0.8584070796460177,0.8640705945585421,0.8584070796460177,0.856994884612039,0.8494667541931863
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+Edge,0.9433628318584072,0.9436044543318066,0.9433628318584072,0.94329275582278,0.9319329090199884
Random Forest,BC-15,Enhanced Color+Zernike moments+Edge,0.9079646017699116,0.907951730661327,0.9079646017699116,0.9079123748730596,0.8843708080029682
K-Nearest Neighbors,BC-15,Enhanced Color+Hu moments+LBP,0.8646017699115044,0.8751635569184054,0.8646017699115044,0.8625891083806625,0.8385563832519909
Support Vector Machine,BC-15,Enhanced Color+Hu moments+LBP,0.9292035398230089,0.9301558592912916,0.9292035398230089,0.9290153996898542,0.9192805700640276
Random Forest,BC-15,Enhanced Color+Hu moments+LBP,0.8991150442477877,0.8993588457653034,0.8991150442477877,0.8989525444769754,0.8791372929569693
K-Nearest Neighbors,BC-15,Enhanced Color+Hu moments+GLCM,0.8584070796460177,0.8631059597462606,0.8584070796460177,0.8571542849240257,0.8328899924841358
Support Vector Machine,BC-15,Enhanced Color+Hu moments+GLCM,0.931858407079646,0.9322762497715572,0.931858407079646,0.9317420118233528,0.9079401775266148
Random Forest,BC-15,Enhanced Color+Hu moments+GLCM,0.8991150442477877,0.8990830162148892,0.8991150442477877,0.8990877072525685,0.8782620277611286
K-Nearest Neighbors,BC-15,Enhanced Color+Hu moments+Edge,0.8300884955752212,0.8337697366493664,0.8300884955752212,0.8286465876355886,0.8267907259944248
Support Vector Machine,BC-15,Enhanced Color+Hu moments+Edge,0.9212389380530972,0.92123274181866,0.9212389380530972,0.921200270634966,0.9000837210187326
Random Forest,BC-15,Enhanced Color+Hu moments+Edge,0.8911504424778761,0.8915402202983768,0.8911504424778761,0.8912271935664737,0.8669244893493545
K-Nearest Neighbors,BC-15,Enhanced Color+LBP+GLCM,0.8495575221238938,0.855975025359404,0.8495575221238938,0.847878425004522,0.8219805729181532
Support Vector Machine,BC-15,Enhanced Color+LBP+GLCM,0.9141592920353984,0.9148169392144504,0.9141592920353984,0.9139595881546344,0.8891828638296657
Random Forest,BC-15,Enhanced Color+LBP+GLCM,0.8814159292035398,0.881662213105753,0.8814159292035398,0.8812016303466059,0.8555755344350258
K-Nearest Neighbors,BC-15,Enhanced Color+LBP+Edge,0.8230088495575221,0.8275953236796503,0.8230088495575221,0.8212436057650486,0.8071571957264225
Support Vector Machine,BC-15,Enhanced Color+LBP+Edge,0.8858407079646018,0.886687636588596,0.8858407079646018,0.8854978709904793,0.8664944677531372
Random Forest,BC-15,Enhanced Color+LBP+Edge,0.868141592920354,0.868296390939202,0.868141592920354,0.8679163605412932,0.8394402108247471
K-Nearest Neighbors,BC-15,Enhanced Color+GLCM+Edge,0.8079646017699115,0.8089606226922803,0.8079646017699115,0.8070407356285318,0.8049737896128853
Support Vector Machine,BC-15,Enhanced Color+GLCM+Edge,0.8893805309734514,0.8894424744324698,0.8893805309734514,0.8892535467759829,0.8721637126466307
Random Forest,BC-15,Enhanced Color+GLCM+Edge,0.8610619469026549,0.8611259499048894,0.8610619469026549,0.8610878612656618,0.8346348146245397
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+Zernike moments+Hu moments,0.8150442477876106,0.821747829689264,0.8150442477876106,0.8126289262355801,0.8032185023451401
Support Vector Machine,BC-15,Skewness and Kurtosis+Zernike moments+Hu moments,0.8814159292035398,0.8830970047651463,0.8814159292035398,0.8808945829892761,0.8883114041346767
Random Forest,BC-15,Skewness and Kurtosis+Zernike moments+Hu moments,0.8486725663716814,0.8497341219127569,0.8486725663716814,0.8480677464417673,0.8455480396913739
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+Zernike moments+LBP,0.8415929203539823,0.8510512772233729,0.8415929203539823,0.8392382379094026,0.8307122946218758
Support Vector Machine,BC-15,Skewness and Kurtosis+Zernike moments+LBP,0.9053097345132743,0.9071756429188558,0.9053097345132743,0.9049062061970934,0.9000960888964998
Random Forest,BC-15,Skewness and Kurtosis+Zernike moments+LBP,0.8575221238938053,0.85900085300325,0.8575221238938053,0.8568762801506141,0.8616985853050585
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+Zernike moments+GLCM,0.8345132743362832,0.8428059200742396,0.8345132743362832,0.8322051044811436,0.8403154760205878
Support Vector Machine,BC-15,Skewness and Kurtosis+Zernike moments+GLCM,0.913274336283186,0.9137591234723978,0.913274336283186,0.9131000166466192,0.9118684057805556
Random Forest,BC-15,Skewness and Kurtosis+Zernike moments+GLCM,0.8663716814159292,0.8679602392700083,0.8663716814159292,0.8657659521909487,0.8529602039748457
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+Zernike moments+Edge,0.8283185840707965,0.836140181967657,0.8283185840707965,0.8259626136725697,0.8198000209302547
Support Vector Machine,BC-15,Skewness and Kurtosis+Zernike moments+Edge,0.8938053097345132,0.8960485712511846,0.8938053097345132,0.8932793931731985,0.8931044324571168
Random Forest,BC-15,Skewness and Kurtosis+Zernike moments+Edge,0.8548672566371681,0.8557820366400589,0.8548672566371681,0.8543430544116359,0.8525282796282025
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+Hu moments+LBP,0.7566371681415929,0.7639110582769189,0.7566371681415929,0.7523086442792178,0.7591612676123336
Support Vector Machine,BC-15,Skewness and Kurtosis+Hu moments+LBP,0.8256637168141593,0.8288598393877862,0.8256637168141593,0.8242766119268164,0.833336187458972
Random Forest,BC-15,Skewness and Kurtosis+Hu moments+LBP,0.8247787610619469,0.8271674405562108,0.8247787610619469,0.8235908544882893,0.8298474945533769
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+Hu moments+GLCM,0.7955752212389381,0.8028267178333081,0.7955752212389381,0.7925364969668827,0.7840302156767607
Support Vector Machine,BC-15,Skewness and Kurtosis+Hu moments+GLCM,0.8672566371681416,0.8678998804857525,0.8672566371681416,0.8668735006422578,0.8677949976691307
Random Forest,BC-15,Skewness and Kurtosis+Hu moments+GLCM,0.8451327433628318,0.8454703540174937,0.8451327433628318,0.844738527027502,0.8372510964599329
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+Hu moments+Edge,0.7486725663716814,0.7522706434597227,0.7486725663716814,0.7455534300240628,0.7364776284118694
Support Vector Machine,BC-15,Skewness and Kurtosis+Hu moments+Edge,0.8070796460176991,0.8114545671345383,0.8070796460176991,0.8050804969410461,0.8040928161657677
Random Forest,BC-15,Skewness and Kurtosis+Hu moments+Edge,0.8185840707964602,0.8205578084288205,0.8185840707964602,0.8174411140461649,0.8106392290055275
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+LBP+GLCM,0.7699115044247787,0.7733358422445078,0.7699115044247787,0.7674361282751859,0.7617765980725139
Support Vector Machine,BC-15,Skewness and Kurtosis+LBP+GLCM,0.8557522123893805,0.8556826759778524,0.8557522123893805,0.8556358588546894,0.8464147425102986
Random Forest,BC-15,Skewness and Kurtosis+LBP+GLCM,0.8150442477876106,0.8151234631713445,0.8150442477876106,0.8146139579826661,0.8062771736545177
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+LBP+Edge,0.7194690265486726,0.723780903289383,0.7194690265486726,0.7148982290439564,0.7334227626033432
Support Vector Machine,BC-15,Skewness and Kurtosis+LBP+Edge,0.8097345132743363,0.8097827412404638,0.8097345132743363,0.809291870652025,0.8006288590157074
Random Forest,BC-15,Skewness and Kurtosis+LBP+Edge,0.7876106194690266,0.7875523098272684,0.7876106194690266,0.7870934157276955,0.7757522999495772
K-Nearest Neighbors,BC-15,Skewness and Kurtosis+GLCM+Edge,0.763716814159292,0.7663949284578083,0.763716814159292,0.7614055556658944,0.7478123126980051
Support Vector Machine,BC-15,Skewness and Kurtosis+GLCM+Edge,0.8415929203539823,0.8415559123646105,0.8415929203539823,0.8413825191816633,0.8459856722892942
Random Forest,BC-15,Skewness and Kurtosis+GLCM+Edge,0.8079646017699115,0.8083806630353094,0.8079646017699115,0.8072950003254268,0.7927543263787806
K-Nearest Neighbors,BC-15,Zernike moments+Hu moments+LBP,0.8088495575221238,0.8208063445121665,0.8088495575221238,0.8051010729985403,0.8045342542645393
Support Vector Machine,BC-15,Zernike moments+Hu moments+LBP,0.8787610619469026,0.883515791975969,0.8787610619469026,0.8777538141175246,0.8865732416207628
Random Forest,BC-15,Zernike moments+Hu moments+LBP,0.8389380530973451,0.8428433416324127,0.8389380530973451,0.8375712445295684,0.8521049176584754
K-Nearest Neighbors,BC-15,Zernike moments+Hu moments+GLCM,0.8061946902654867,0.8109663227283627,0.8061946902654867,0.8040708070824077,0.7866579140147083
Support Vector Machine,BC-15,Zernike moments+Hu moments+GLCM,0.8884955752212389,0.889296877766403,0.8884955752212389,0.8881737405394966,0.8939796976529573
Random Forest,BC-15,Zernike moments+Hu moments+GLCM,0.8504424778761062,0.8527741401284468,0.8504424778761062,0.8495467715234262,0.8394392594495343
K-Nearest Neighbors,BC-15,Zernike moments+Hu moments+Edge,0.7946902654867256,0.7992101857357725,0.7946902654867256,0.7923987917708771,0.7927457640018647
Support Vector Machine,BC-15,Zernike moments+Hu moments+Edge,0.8654867256637168,0.8673413735064538,0.8654867256637168,0.8648205646860514,0.8686769224914613
Random Forest,BC-15,Zernike moments+Hu moments+Edge,0.8345132743362832,0.8376701937722922,0.8345132743362832,0.8332536256462847,0.8403135732701619
K-Nearest Neighbors,BC-15,Zernike moments+LBP+GLCM,0.8336283185840708,0.8433503676928831,0.8336283185840708,0.8310377338275943,0.81674896062258
Support Vector Machine,BC-15,Zernike moments+LBP+GLCM,0.9017699115044248,0.9032212728850492,0.9017699115044248,0.9014026748377736,0.9070763288333286
Random Forest,BC-15,Zernike moments+LBP+GLCM,0.8592920353982301,0.8638622248311807,0.8592920353982301,0.8580726324512054,0.8612600013319252
K-Nearest Neighbors,BC-15,Zernike moments+LBP+Edge,0.8230088495575221,0.8330546990750011,0.8230088495575221,0.8200818198935315,0.8123878566467828
Support Vector Machine,BC-15,Zernike moments+LBP+Edge,0.8858407079646018,0.8901458697654326,0.8858407079646018,0.8849717524511804,0.8900647886519965
Random Forest,BC-15,Zernike moments+LBP+Edge,0.8530973451327434,0.8573611096052867,0.8530973451327434,0.851850695559936,0.8643129643900258
K-Nearest Neighbors,BC-15,Zernike moments+GLCM+Edge,0.804424778761062,0.8094285512492883,0.804424778761062,0.8022020679398708,0.8093367963391082
Support Vector Machine,BC-15,Zernike moments+GLCM+Edge,0.8902654867256637,0.8909538269553561,0.8902654867256637,0.8899738695192743,0.8939816004033829
Random Forest,BC-15,Zernike moments+GLCM+Edge,0.8530973451327434,0.8549677556258031,0.8530973451327434,0.8523275348925133,0.8420622009114174
K-Nearest Neighbors,BC-15,Hu moments+LBP+GLCM,0.7548672566371681,0.7607570251377767,0.7548672566371681,0.7509916939723106,0.7582907592925574
Support Vector Machine,BC-15,Hu moments+LBP+GLCM,0.8309734513274336,0.8318445933185403,0.8309734513274336,0.8302978922244302,0.8246149308825907
Random Forest,BC-15,Hu moments+LBP+GLCM,0.8362831858407079,0.8378211813394867,0.8362831858407079,0.8354489668238413,0.8280931586608442
K-Nearest Neighbors,BC-15,Hu moments+LBP+Edge,0.731858407079646,0.7433847140931198,0.731858407079646,0.7246557880108305,0.709417663232202
Support Vector Machine,BC-15,Hu moments+LBP+Edge,0.7876106194690266,0.8030333361012915,0.7876106194690266,0.782233480406891,0.7735584287086985
Random Forest,BC-15,Hu moments+LBP+Edge,0.8097345132743363,0.8152347709667327,0.8097345132743363,0.8074935567302185,0.794935829741892
K-Nearest Neighbors,BC-15,Hu moments+GLCM+Edge,0.7539823008849558,0.7575489371897373,0.7539823008849558,0.7510332425686408,0.7172674601135942
Support Vector Machine,BC-15,Hu moments+GLCM+Edge,0.7938053097345132,0.7938114332651298,0.7938053097345132,0.7932804388423313,0.7953591917116192
Random Forest,BC-15,Hu moments+GLCM+Edge,0.8061946902654867,0.8060937504077453,0.8061946902654867,0.8058636440170684,0.7940596131708384
K-Nearest Neighbors,BC-15,LBP+GLCM+Edge,0.7292035398230089,0.7316462017583261,0.7292035398230089,0.7260702472341891,0.7290721237548877
Support Vector Machine,BC-15,LBP+GLCM+Edge,0.8017699115044248,0.8024962559564329,0.8017699115044248,0.8008984073850587,0.7914556992132127
Random Forest,BC-15,LBP+GLCM+Edge,0.7752212389380531,0.7766380891113879,0.7752212389380531,0.7736973587880074,0.7700668816774648
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+Zernike moments,0.8938053097345132,0.9017531218300744,0.8938053097345132,0.8926200647090744,0.8756390862992454
Support Vector Machine,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+Zernike moments,0.9539823008849556,0.954254574280426,0.9539823008849556,0.9539253641060088,0.9480796491328216
Random Forest,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+Zernike moments,0.9283185840707964,0.9283029454986976,0.9283185840707964,0.9283041876614304,0.9101207295145132
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+Hu moments,0.8823008849557522,0.8885081552912832,0.8823008849557522,0.8811495839084793,0.873891410033203
Support Vector Machine,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+Hu moments,0.9415929203539825,0.941909542938785,0.9415929203539825,0.9415099361063204,0.9310633520754252
Random Forest,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+Hu moments,0.9256637168141592,0.9256543708131424,0.9256637168141592,0.925632791098548,0.90270475973019
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+LBP,0.8814159292035398,0.8885385518685762,0.8814159292035398,0.8801401584187497,0.8616852660520783
Support Vector Machine,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+LBP,0.9389380530973452,0.9393851229751524,0.9389380530973452,0.9388337508546928,0.9284432647391804
Random Forest,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+LBP,0.915929203539823,0.9159173779188936,0.915929203539823,0.9158879293294582,0.9022633216314182
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Skewness and Kurtosis+GLCM,0.8761061946902655,0.8864905796403522,0.8761061946902655,0.8743500783980487,0.870410328129311
