Model,Dataset,Feature Combination,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+GIST,0.913509060955519,0.9142174723816723,0.913509060955519,0.9134753044877838,0.9098682366134007
Random Forest,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+GIST,0.8896210873146623,0.8913320739284144,0.8896210873146623,0.8895071363387532,0.8891538448853048
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+GIST,0.8542009884678748,0.8664931348445807,0.8542009884678748,0.8529943367538373,0.8522147462853938
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+GIST,0.9266886326194399,0.927539797387106,0.9266886326194399,0.9266550416968777,0.91473968897904
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+GIST,0.9011532125205931,0.9030939102694711,0.9011532125205931,0.9010404132717393,0.8988967496165833
K-Nearest Neighbors,Huongthom,Basic,0.891970802919708,0.8921590811543729,0.891970802919708,0.8919431621869796,0.8910071942446043
Support Vector Machine,Huongthom,Basic,0.9321167883211678,0.9324685881760698,0.9321167883211678,0.9321133523410896,0.9320143884892087
Random Forest,Huongthom,Basic,0.9072992700729927,0.907711282945121,0.9072992700729927,0.9072920095034007,0.9028776978417266
K-Nearest Neighbors,Huongthom,Enhanced Color,0.9240875912408759,0.924166695618682,0.9240875912408759,0.9240778813090613,0.9410071942446043
Support Vector Machine,Huongthom,Enhanced Color,0.9547445255474453,0.9558458419339524,0.9547445255474453,0.954705126693342,0.9597122302158272
Random Forest,Huongthom,Enhanced Color,0.9430656934306569,0.9437840788570716,0.9430656934306569,0.9430299868234958,0.9489208633093525
K-Nearest Neighbors,Huongthom,Zernike moments,0.8671532846715329,0.8698773176803367,0.8671532846715329,0.8668381025342629,0.8719424460431655
Support Vector Machine,Huongthom,Zernike moments,0.8905109489051095,0.8913135027943933,0.8905109489051095,0.8904249827974342,0.8971223021582734
Random Forest,Huongthom,Zernike moments,0.864963503649635,0.865477394756182,0.864963503649635,0.8648837874130462,0.8766187050359712
K-Nearest Neighbors,Huongthom,LBP,0.6372262773722628,0.6372565685832527,0.6372262773722628,0.6370616730879528,0.6294964028776978
Support Vector Machine,Huongthom,LBP,0.6708029197080292,0.6726101661582922,0.6708029197080292,0.6695684872519716,0.6589928057553956
Random Forest,Huongthom,LBP,0.6452554744525547,0.6459965779766109,0.6452554744525547,0.644464001206247,0.6356115107913669
K-Nearest Neighbors,Huongthom,GLCM,0.8401459854014599,0.8468908196013336,0.8401459854014599,0.8392229093745485,0.8392086330935251
Support Vector Machine,Huongthom,GLCM,0.8503649635036497,0.852059707339814,0.8503649635036497,0.8501183322301729,0.8561151079136691
Random Forest,Huongthom,GLCM,0.8357664233576643,0.8360309831569438,0.8357664233576643,0.835702066963922,0.8381294964028777
K-Nearest Neighbors,Huongthom,GIST,0.6664233576642336,0.6700520882289025,0.6664233576642336,0.6641042297726132,0.673021582733813
Support Vector Machine,Huongthom,GIST,0.7839416058394161,0.7853026921971734,0.7839416058394161,0.7835724338057628,0.7737410071942448
Random Forest,Huongthom,GIST,0.8335766423357664,0.8384706421579025,0.8335766423357664,0.8328429626833215,0.8179856115107913
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color,0.9364963503649635,0.9369675668956886,0.9364963503649635,0.9364675363353157,0.9435251798561151
Support Vector Machine,Huongthom,Basic+Enhanced Color,0.9693430656934306,0.9697346277462005,0.9693430656934306,0.9693319518552265,0.970863309352518
Random Forest,Huongthom,Basic+Enhanced Color,0.9605839416058394,0.9608260919346474,0.9605839416058394,0.9605738564736277,0.9568345323741007
K-Nearest Neighbors,Huongthom,Basic+Zernike moments,0.9124087591240876,0.9136335428957104,0.9124087591240876,0.9123164100357474,0.9097122302158274
Support Vector Machine,Huongthom,Basic+Zernike moments,0.9467153284671533,0.9467995976620794,0.9467153284671533,0.9467166060217156,0.9550359712230216
Random Forest,Huongthom,Basic+Zernike moments,0.9197080291970803,0.9202523270882901,0.9197080291970803,0.9196977616816324,0.923021582733813
K-Nearest Neighbors,Huongthom,Basic+LBP,0.8759124087591241,0.8764901740595171,0.8759124087591241,0.8758345866665936,0.8690647482014388
Support Vector Machine,Huongthom,Basic+LBP,0.9335766423357664,0.9337994426049285,0.9335766423357664,0.9335761114865493,0.9251798561151079
Random Forest,Huongthom,Basic+LBP,0.908029197080292,0.9085633337480009,0.908029197080292,0.9080174361080515,0.8906474820143885
K-Nearest Neighbors,Huongthom,Basic+GLCM,0.9094890510948905,0.9116180100876722,0.9094890510948905,0.9093343979456574,0.9025179856115109
Support Vector Machine,Huongthom,Basic+GLCM,0.9445255474452555,0.9448474719191338,0.9445255474452555,0.9445234193645727,0.9431654676258994
Random Forest,Huongthom,Basic+GLCM,0.9131386861313868,0.9142644968789704,0.9131386861313868,0.9131046629709056,0.9118705035971223
K-Nearest Neighbors,Huongthom,Basic+GIST,0.7897810218978102,0.7998905918720768,0.7897810218978102,0.7877231417543835,0.789568345323741
Support Vector Machine,Huongthom,Basic+GIST,0.8795620437956204,0.8796437368928781,0.8795620437956204,0.8795649314189461,0.873021582733813
Random Forest,Huongthom,Basic+GIST,0.8678832116788321,0.8686004723602129,0.8678832116788321,0.8678525879411473,0.8690647482014388
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments,0.9430656934306569,0.9434269675385524,0.9430656934306569,0.9430450534454204,0.9507194244604318
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments,0.9671532846715328,0.9671537903109133,0.9671532846715328,0.9671530221323452,0.9733812949640287
Random Forest,Huongthom,Enhanced Color+Zernike moments,0.9503649635036496,0.9508460305355392,0.9503649635036496,0.9503603089859276,0.9654676258992806
K-Nearest Neighbors,Huongthom,Enhanced Color+LBP,0.918978102189781,0.9189897649302095,0.918978102189781,0.9189795268234902,0.9280575539568346
Support Vector Machine,Huongthom,Enhanced Color+LBP,0.9547445255474453,0.9551192609641738,0.9547445255474453,0.9547281194053343,0.958273381294964
Random Forest,Huongthom,Enhanced Color+LBP,0.9408759124087591,0.9413535815051388,0.9408759124087591,0.9408490855535698,0.9467625899280575
K-Nearest Neighbors,Huongthom,Enhanced Color+GLCM,0.9328467153284672,0.933067087576664,0.9328467153284672,0.9328295332513656,0.9370503597122303
Support Vector Machine,Huongthom,Enhanced Color+GLCM,0.9671532846715328,0.9673701647480389,0.9671532846715328,0.9671456685351706,0.9694244604316546
Random Forest,Huongthom,Enhanced Color+GLCM,0.9503649635036496,0.9504943895454844,0.9503649635036496,0.9503567096217108,0.9507194244604318
K-Nearest Neighbors,Huongthom,Enhanced Color+GIST,0.8503649635036497,0.8503783810221499,0.8503649635036497,0.8503675945839229,0.85
Support Vector Machine,Huongthom,Enhanced Color+GIST,0.9328467153284672,0.9328524091324883,0.9328467153284672,0.9328475740862556,0.9348920863309352
Random Forest,Huongthom,Enhanced Color+GIST,0.9204379562043795,0.9207171450187782,0.9204379562043795,0.9204357942971438,0.9276978417266187
K-Nearest Neighbors,Huongthom,Zernike moments+LBP,0.8518248175182481,0.8559355602576957,0.8518248175182481,0.8512956144918549,0.8625899280575539
Support Vector Machine,Huongthom,Zernike moments+LBP,0.8956204379562044,0.8967216196082286,0.8956204379562044,0.8955153510764821,0.8920863309352518
Random Forest,Huongthom,Zernike moments+LBP,0.8715328467153285,0.8724938135743785,0.8715328467153285,0.8714094787704327,0.8755395683453238
K-Nearest Neighbors,Huongthom,Zernike moments+GLCM,0.8875912408759125,0.895215270979051,0.8875912408759125,0.8869546919181955,0.8870503597122301
Support Vector Machine,Huongthom,Zernike moments+GLCM,0.9218978102189781,0.9226221964268614,0.9218978102189781,0.9218458684687767,0.9208633093525179
Random Forest,Huongthom,Zernike moments+GLCM,0.9014598540145985,0.9015472691642674,0.9014598540145985,0.9014454112809128,0.9057553956834532
K-Nearest Neighbors,Huongthom,Zernike moments+GIST,0.775912408759124,0.803066590176107,0.775912408759124,0.7703046384210244,0.7687050359712229
Support Vector Machine,Huongthom,Zernike moments+GIST,0.8489051094890511,0.8493875060812437,0.8489051094890511,0.8488159134837868,0.8535971223021583
Random Forest,Huongthom,Zernike moments+GIST,0.8642335766423358,0.8655244115195698,0.8642335766423358,0.8640631589015011,0.8723021582733812
K-Nearest Neighbors,Huongthom,LBP+GLCM,0.8321167883211679,0.837230537350628,0.8321167883211679,0.8313434230523061,0.8305755395683454
Support Vector Machine,Huongthom,LBP+GLCM,0.8715328467153285,0.8723860643554248,0.8715328467153285,0.8714210048069063,0.8780575539568346
Random Forest,Huongthom,LBP+GLCM,0.8284671532846716,0.8287225508398203,0.8284671532846716,0.828399936606763,0.848201438848921
K-Nearest Neighbors,Huongthom,LBP+GIST,0.6839416058394161,0.6871016489947728,0.6839416058394161,0.6821867793891049,0.6748201438848922
Support Vector Machine,Huongthom,LBP+GIST,0.7978102189781022,0.7983282400990032,0.7978102189781022,0.7976597797517401,0.7802158273381294
Random Forest,Huongthom,LBP+GIST,0.8321167883211679,0.834708583638863,0.8321167883211679,0.8316940126561502,0.8244604316546763
K-Nearest Neighbors,Huongthom,GLCM+GIST,0.7226277372262774,0.7400292512492721,0.7226277372262774,0.7168908427223436,0.725179856115108
Support Vector Machine,Huongthom,GLCM+GIST,0.8591240875912409,0.8594813087954002,0.8591240875912409,0.8590601668128267,0.8607913669064748
Random Forest,Huongthom,GLCM+GIST,0.8605839416058394,0.8624903199016617,0.8605839416058394,0.8603371479905155,0.8654676258992806
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments,0.9481751824817518,0.9483787017177883,0.9481751824817518,0.9481631659110468,0.9503597122302159
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments,0.9759124087591241,0.9759359755727991,0.9759124087591241,0.9759111893220819,0.9773381294964029
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments,0.9569343065693431,0.9571630811622616,0.9569343065693431,0.9569339623923779,0.9611510791366907
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP,0.9335766423357664,0.9337698840022107,0.9335766423357664,0.933561240815567,0.9352517985611511
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP,0.9686131386861314,0.9689652787835619,0.9686131386861314,0.9686026474575141,0.9658273381294963
Random Forest,Huongthom,Basic+Enhanced Color+LBP,0.9576642335766423,0.9579040914759122,0.9576642335766423,0.9576534013976002,0.953956834532374
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+GLCM,0.9386861313868613,0.9392957676906917,0.9386861313868613,0.9386521280682683,0.9420863309352517
Support Vector Machine,Huongthom,Basic+Enhanced Color+GLCM,0.9737226277372263,0.9738197259483155,0.9737226277372263,0.9737192666069827,0.970863309352518
Random Forest,Huongthom,Basic+Enhanced Color+GLCM,0.9642335766423358,0.9642556496203472,0.9642335766423358,0.9642317659630912,0.9579136690647483
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+GIST,0.8642335766423358,0.8657922741566879,0.8642335766423358,0.8640335471070414,0.8672661870503597
Support Vector Machine,Huongthom,Basic+Enhanced Color+GIST,0.9328467153284672,0.9328859352313451,0.9328467153284672,0.9328484327708352,0.9384892086330934
Random Forest,Huongthom,Basic+Enhanced Color+GIST,0.9335766423357664,0.9342776104728353,0.9335766423357664,0.9335642193521101,0.9312949640287769
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+LBP,0.897080291970803,0.8993937745554303,0.897080291970803,0.8968851062539857,0.9035971223021584
Support Vector Machine,Huongthom,Basic+Zernike moments+LBP,0.9452554744525548,0.9452664651503175,0.9452554744525548,0.9452564370428986,0.9525179856115107
Random Forest,Huongthom,Basic+Zernike moments+LBP,0.9175182481751825,0.9183030667473486,0.9175182481751825,0.9174991294881195,0.9187050359712231
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+GLCM,0.9233576642335767,0.9256626263806611,0.9233576642335767,0.9232219923508069,0.9190647482014389
Support Vector Machine,Huongthom,Basic+Zernike moments+GLCM,0.9605839416058394,0.9606879822145319,0.9605839416058394,0.9605847816376878,0.9629496402877699
Random Forest,Huongthom,Basic+Zernike moments+GLCM,0.9248175182481752,0.9253225257150126,0.9248175182481752,0.924809226146634,0.9366906474820145
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+GIST,0.8357664233576643,0.8474436557682679,0.8357664233576643,0.8341827396921043,0.8262589928057553
Support Vector Machine,Huongthom,Basic+Zernike moments+GIST,0.9124087591240876,0.9129467062506094,0.9124087591240876,0.9123975581981444,0.9100719424460431
Random Forest,Huongthom,Basic+Zernike moments+GIST,0.8941605839416058,0.8951288706758042,0.8941605839416058,0.8941252202673798,0.9057553956834532
K-Nearest Neighbors,Huongthom,Basic+LBP+GLCM,0.9153284671532846,0.9184692189735787,0.9153284671532846,0.9151275818350247,0.8946043165467625
Support Vector Machine,Huongthom,Basic+LBP+GLCM,0.9583941605839416,0.9584048152603715,0.9583941605839416,0.9583948921526029,0.9568345323741007
Random Forest,Huongthom,Basic+LBP+GLCM,0.9197080291970803,0.9207844353367334,0.9197080291970803,0.9196789332524249,0.9169064748201439
K-Nearest Neighbors,Huongthom,Basic+LBP+GIST,0.7978102189781022,0.8084003573578199,0.7978102189781022,0.795801119416352,0.7949640287769785
Support Vector Machine,Huongthom,Basic+LBP+GIST,0.8832116788321168,0.8833107725338768,0.8832116788321168,0.8832141678153712,0.8741007194244604
Random Forest,Huongthom,Basic+LBP+GIST,0.8766423357664234,0.8767597083291273,0.8766423357664234,0.8766445046738983,0.8694244604316547
K-Nearest Neighbors,Huongthom,Basic+GLCM+GIST,0.8051094890510949,0.8203050659524683,0.8051094890510949,0.8024843267494516,0.8014388489208633
Support Vector Machine,Huongthom,Basic+GLCM+GIST,0.9124087591240876,0.9126547110307811,0.9124087591240876,0.9124072657436828,0.9086330935251798
Random Forest,Huongthom,Basic+GLCM+GIST,0.9014598540145985,0.9022228156220988,0.9014598540145985,0.9014370131052756,0.9043165467625899
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+LBP,0.945985401459854,0.9461605774642168,0.945985401459854,0.9459741155251741,0.9496402877697842
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+LBP,0.9788321167883212,0.9788560570609124,0.9788321167883212,0.9788310451618294,0.9780575539568346
Random Forest,Huongthom,Enhanced Color+Zernike moments+LBP,0.9576642335766423,0.9580671549777755,0.9576642335766423,0.9576615267785095,0.966546762589928
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+GLCM,0.9481751824817518,0.9489581963375099,0.9481751824817518,0.9481407164605901,0.9482014388489208
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+GLCM,0.972992700729927,0.9730005659705813,0.972992700729927,0.972991966762012,0.9755395683453237
Random Forest,Huongthom,Enhanced Color+Zernike moments+GLCM,0.9554744525547445,0.9555992175867717,0.9554744525547445,0.955475235414839,0.9615107913669065
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+GIST,0.8839416058394161,0.8884794141380195,0.8839416058394161,0.8835271069172655,0.8737410071942447
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+GIST,0.9401459854014599,0.9402917841208206,0.9401459854014599,0.9401467507589172,0.9474820143884892
Random Forest,Huongthom,Enhanced Color+Zernike moments+GIST,0.9467153284671533,0.9470742240414581,0.9467153284671533,0.9467126314075218,0.9478417266187051
K-Nearest Neighbors,Huongthom,Enhanced Color+LBP+GLCM,0.9233576642335767,0.9234953979139494,0.9233576642335767,0.9233433257431864,0.9348920863309351
Support Vector Machine,Huongthom,Enhanced Color+LBP+GLCM,0.9700729927007299,0.9702366336714593,0.9700729927007299,0.9700673938616251,0.973021582733813
Random Forest,Huongthom,Enhanced Color+LBP+GLCM,0.948905109489051,0.9492017533201865,0.948905109489051,0.9488894204685965,0.9503597122302159
K-Nearest Neighbors,Huongthom,Enhanced Color+LBP+GIST,0.8562043795620438,0.8562072840924625,0.8562043795620438,0.8562053756254463,0.8485611510791367
Support Vector Machine,Huongthom,Enhanced Color+LBP+GIST,0.9328467153284672,0.9328654824621883,0.9328467153284672,0.9328481465578933,0.9352517985611511
Random Forest,Huongthom,Enhanced Color+LBP+GIST,0.9226277372262773,0.9230112377287308,0.9226277372262773,0.9226227903193449,0.9248201438848922
K-Nearest Neighbors,Huongthom,Enhanced Color+GLCM+GIST,0.8518248175182481,0.8533869391733337,0.8518248175182481,0.851598027527449,0.852158273381295
Support Vector Machine,Huongthom,Enhanced Color+GLCM+GIST,0.9445255474452555,0.944781357343351,0.9445255474452555,0.9445246016376659,0.9424460431654677
Random Forest,Huongthom,Enhanced Color+GLCM+GIST,0.9226277372262773,0.9233668945129788,0.9226277372262773,0.9226115759525723,0.9359712230215826
K-Nearest Neighbors,Huongthom,Zernike moments+LBP+GLCM,0.8956204379562044,0.9046374017233223,0.8956204379562044,0.8949453248840994,0.8870503597122303
Support Vector Machine,Huongthom,Zernike moments+LBP+GLCM,0.9313868613138686,0.9322984866215841,0.9313868613138686,0.9313329892197255,0.9330935251798561
Random Forest,Huongthom,Zernike moments+LBP+GLCM,0.9,0.9001696032563824,0.9,0.8999768130959634,0.9017985611510791
K-Nearest Neighbors,Huongthom,Zernike moments+LBP+GIST,0.7992700729927007,0.8168077411301623,0.7992700729927007,0.7961321502988095,0.7827338129496403
Support Vector Machine,Huongthom,Zernike moments+LBP+GIST,0.862043795620438,0.8621145667886223,0.862043795620438,0.862023575793278,0.8582733812949639
Random Forest,Huongthom,Zernike moments+LBP+GIST,0.8627737226277372,0.8643247893487898,0.8627737226277372,0.8625715422372245,0.8762589928057555
K-Nearest Neighbors,Huongthom,Zernike moments+GLCM+GIST,0.7978102189781022,0.8266244532162328,0.7978102189781022,0.792847062624075,0.7802158273381294
Support Vector Machine,Huongthom,Zernike moments+GLCM+GIST,0.8897810218978102,0.8906342931063751,0.8897810218978102,0.8896898337313144,0.8924460431654676
Random Forest,Huongthom,Zernike moments+GLCM+GIST,0.8985401459854014,0.899119889258326,0.8985401459854014,0.8984802510833159,0.9
K-Nearest Neighbors,Huongthom,LBP+GLCM+GIST,0.7372262773722628,0.7521684980962049,0.7372262773722628,0.732766502107106,0.7327338129496404
Support Vector Machine,Huongthom,LBP+GLCM+GIST,0.8562043795620438,0.8570624627774481,0.8562043795620438,0.8560728193483274,0.8640287769784173
Random Forest,Huongthom,LBP+GLCM+GIST,0.8627737226277372,0.8640581217185465,0.8627737226277372,0.8626014724380765,0.870863309352518
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP,0.945985401459854,0.9461605774642168,0.945985401459854,0.9459741155251741,0.9489208633093525
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP,0.9766423357664233,0.9766768265355209,0.9766423357664233,0.9766408420708688,0.9762589928057555
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP,0.9562043795620438,0.9565312334519133,0.9562043795620438,0.9562026994983469,0.960431654676259
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM,0.9518248175182482,0.9525615447002309,0.9518248175182482,0.9517946042352656,0.951798561151079
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM,0.983941605839416,0.9839773104146811,0.983941605839416,0.9839405789237223,0.9791366906474821
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM,0.9591240875912409,0.9592723131778894,0.9591240875912409,0.9591246102743824,0.9625899280575541
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+GIST,0.8854014598540146,0.8883828250587267,0.8854014598540146,0.8851212827976397,0.8845323741007194
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+GIST,0.9423357664233577,0.9423636352577359,0.9423357664233577,0.9423371490236568,0.9503597122302159
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+GIST,0.9445255474452555,0.9450025057195773,0.9445255474452555,0.9445203453372132,0.9485611510791367
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP+GLCM,0.9364963503649635,0.9376069235144594,0.9364963503649635,0.9364382501690584,0.9345323741007194
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP+GLCM,0.9751824817518249,0.9753759688367829,0.9751824817518249,0.9751772963223774,0.9737410071942447
Random Forest,Huongthom,Basic+Enhanced Color+LBP+GLCM,0.9576642335766423,0.9576773164458513,0.9576642335766423,0.9576626092485135,0.9575539568345324
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP+GIST,0.8686131386861314,0.8706505350014658,0.8686131386861314,0.8683723327515157,0.8687050359712231
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP+GIST,0.9321167883211678,0.9321448749415808,0.9321167883211678,0.9321184159392416,0.9384892086330934
Random Forest,Huongthom,Basic+Enhanced Color+LBP+GIST,0.9291970802919708,0.9294187603754285,0.9291970802919708,0.9291965144417063,0.9305755395683454
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+GLCM+GIST,0.872992700729927,0.8768032897635779,0.872992700729927,0.8725933075614551,0.8629496402877699
Support Vector Machine,Huongthom,Basic+Enhanced Color+GLCM+GIST,0.9467153284671533,0.9468392721137001,0.9467153284671533,0.9467162653325123,0.9456834532374099
Random Forest,Huongthom,Basic+Enhanced Color+GLCM+GIST,0.9416058394160584,0.9421691896013327,0.9416058394160584,0.9415983721320962,0.9424460431654677
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+LBP+GLCM,0.9204379562043795,0.924928781679688,0.9204379562043795,0.9201811431570283,0.9158273381294965
Support Vector Machine,Huongthom,Basic+Zernike moments+LBP+GLCM,0.9664233576642336,0.9664233576642336,0.9664233576642336,0.9664233576642336,0.9647482014388489
Random Forest,Huongthom,Basic+Zernike moments+LBP+GLCM,0.9262773722627737,0.9273044707848096,0.9262773722627737,0.9262527396345197,0.9327338129496402
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+LBP+GIST,0.8423357664233576,0.8525572226727945,0.8423357664233576,0.8410150835523823,0.8262589928057554
Support Vector Machine,Huongthom,Basic+Zernike moments+LBP+GIST,0.9138686131386862,0.9142472584164697,0.9138686131386862,0.9138631062045537,0.9100719424460431
Random Forest,Huongthom,Basic+Zernike moments+LBP+GIST,0.9043795620437957,0.9047178800318318,0.9043795620437957,0.9043747221148679,0.9053956834532373
K-Nearest Neighbors,Huongthom,Basic+Zernike moments+GLCM+GIST,0.8437956204379562,0.8594119223634864,0.8437956204379562,0.8418765681360432,0.8266187050359711
Support Vector Machine,Huongthom,Basic+Zernike moments+GLCM+GIST,0.927007299270073,0.9273932273848615,0.927007299270073,0.9270026323767405,0.9305755395683454
Random Forest,Huongthom,Basic+Zernike moments+GLCM+GIST,0.9233576642335767,0.9240468619911324,0.9233576642335767,0.9233433300216656,0.9255395683453237
K-Nearest Neighbors,Huongthom,Basic+LBP+GLCM+GIST,0.8087591240875912,0.8239337564839931,0.8087591240875912,0.8062161428035265,0.8089928057553957
Support Vector Machine,Huongthom,Basic+LBP+GLCM+GIST,0.9124087591240876,0.9125097195831805,0.9124087591240876,0.9124106258615284,0.9122302158273381
Random Forest,Huongthom,Basic+LBP+GLCM+GIST,0.9094890510948905,0.9103159142327357,0.9094890510948905,0.9094659005903332,0.9075539568345323
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM,0.9481751824817518,0.9491932872470572,0.9481751824817518,0.9481323059266443,0.9464028776978417
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM,0.9817518248175182,0.9817761385490252,0.9817518248175182,0.9817509010015771,0.9780575539568345
Random Forest,Huongthom,Enhanced Color+Zernike moments+LBP+GLCM,0.9591240875912409,0.9593244263992446,0.9591240875912409,0.9591240875912409,0.9672661870503598
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+LBP+GIST,0.8817518248175182,0.8850063107368322,0.8817518248175182,0.8814362967856268,0.8809352517985612
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+LBP+GIST,0.9423357664233577,0.9425608070639284,0.9423357664233577,0.9423353055762349,0.9482014388489208
Random Forest,Huongthom,Enhanced Color+Zernike moments+LBP+GIST,0.9496350364963504,0.9500735865662392,0.9496350364963504,0.9496310917774382,0.943884892086331
K-Nearest Neighbors,Huongthom,Enhanced Color+Zernike moments+GLCM+GIST,0.8722627737226277,0.8800359419590816,0.8722627737226277,0.8714961986534052,0.8694244604316547
Support Vector Machine,Huongthom,Enhanced Color+Zernike moments+GLCM+GIST,0.9437956204379562,0.9439192902893428,0.9437956204379562,0.9437966086384033,0.9514388489208633
Random Forest,Huongthom,Enhanced Color+Zernike moments+GLCM+GIST,0.9481751824817518,0.9486128174758558,0.9481751824817518,0.9481711234231611,0.9492805755395682
K-Nearest Neighbors,Huongthom,Enhanced Color+LBP+GLCM+GIST,0.8656934306569343,0.8675545271026145,0.8656934306569343,0.8654639453387175,0.8550359712230217
Support Vector Machine,Huongthom,Enhanced Color+LBP+GLCM+GIST,0.9430656934306569,0.9432118655142158,0.9430656934306569,0.9430664214536042,0.9428057553956833
Random Forest,Huongthom,Enhanced Color+LBP+GLCM+GIST,0.9291970802919708,0.9297055244013841,0.9291970802919708,0.9291892712254707,0.9316546762589928
K-Nearest Neighbors,Huongthom,Zernike moments+LBP+GLCM+GIST,0.8160583941605839,0.8369393180722917,0.8160583941605839,0.8128642091324807,0.797841726618705
Support Vector Machine,Huongthom,Zernike moments+LBP+GLCM+GIST,0.8978102189781022,0.8982628926897686,0.8978102189781022,0.8977605259539565,0.8935251798561152
Random Forest,Huongthom,Zernike moments+LBP+GLCM+GIST,0.8875912408759125,0.8879547955910155,0.8875912408759125,0.8875437747064937,0.9025179856115108
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.9481751824817518,0.9491932872470572,0.9481751824817518,0.9481323059266443,0.9467625899280575
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.981021897810219,0.9810852722830063,0.981021897810219,0.9810201177433333,0.9784172661870503
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.9583941605839416,0.9586871038449045,0.9583941605839416,0.9583930300452953,0.9640287769784172
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GIST,0.8861313868613139,0.8892206899569095,0.8861313868613139,0.885844634671128,0.8820143884892087
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GIST,0.9430656934306569,0.9431329204385412,0.9430656934306569,0.9430671495013767,0.9489208633093525
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+LBP+GIST,0.9496350364963504,0.9500735865662392,0.9496350364963504,0.9496310917774382,0.9482014388489208
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM+GIST,0.8868613138686131,0.8909506472599656,0.8868613138686131,0.8864961210031136,0.8848920863309353
Support Vector Machine,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM+GIST,0.9496350364963504,0.9497592539380572,0.9496350364963504,0.9496359220266213,0.9503597122302159
Random Forest,Huongthom,Basic+Enhanced Color+Zernike moments+GLCM+GIST,0.9481751824817518,0.9487918986587633,0.9481751824817518,0.9481675887134832,0.9517985611510792
K-Nearest Neighbors,Huongthom,Basic+Enhanced Color+LBP+GLCM+GIST,0.8744525547445255,0.8776355864921926,0.8744525547445255,0.8741175496736284,0.866546762589928
Support Vector Machine,Huongthom,Basic+Enhanced Color+LBP+GLCM+GIST,0.9481751824817518,0.9482273962384784,0.9481751824817518,0.9481765355012821,0.9453237410071942
