0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,category,label
643.8114642619789,813.024539064697,554.1079237714126,818.2810387128396,0.9568483861567985,0.9455356381282034,0.962875541067474,0.9451835061995024,0.5457737547109227,0.5425250063935867,0.5452067658032721,0.5425173264969257,0.8890256702988784,0.871127474939482,0.8832182785697082,0.8706646468463022,Rice_photos,4
40.819001148106366,102.34712643677946,182.85242395437794,120.93922782198504,0.970529162637485,0.9239918909891475,0.8628848712745922,0.9101793621189691,0.07558115455680411,0.0655006602031579,0.060248444590400164,0.06469747084615464,0.32605563155456446,0.25889265101368364,0.22419647984213542,0.25398573586390655,Thien_uu-8,5
69.40850369999079,136.54258126810313,238.9092323651273,166.78635339555746,0.9575284647612458,0.914084261161648,0.8484578230821871,0.8950603903392536,0.062493506198699526,0.05509643938241558,0.050788758748011205,0.0543751338477592,0.2885049474522996,0.2360184952522956,0.20307461822380865,0.2312388994100361,Thien_uu-8,5
28.327004219408728,73.20175311504018,106.22763157894546,60.26724137931128,0.9474788344862948,0.8579841858246436,0.7908330972065856,0.8830761703992346,0.06985611215018117,0.05960208832815726,0.05611855007385454,0.0611148479966704,0.3414820221181843,0.25125972102285365,0.22443689987185123,0.2639599658103603,Thien_uu-8,5
33.171273312761144,88.045404208197,154.2958741258781,101.09952934662482,0.9598828242681284,0.8903247677332283,0.8057640297626645,0.8740611798459451,0.07932320166940741,0.07057832548718372,0.06453509300190412,0.0693553886766646,0.3413247472826562,0.28414004215729166,0.24387780835386072,0.2743449007204422,Thien_uu-8,5
48.456507034631564,99.88458333333058,134.50227256835555,74.21312499999824,0.9505279932982359,0.8948241526341064,0.8572452091254521,0.9218536221510297,0.06647770838476239,0.05712726833840803,0.05386583571772783,0.05805349959809728,0.2977331779524233,0.23447043429027606,0.21399424232371264,0.24635671684141927,Thien_uu-8,5
31.79855441038691,63.992148760331055,127.77236732425949,85.79614325068944,0.9684014865069652,0.9331516451899426,0.8649986702349414,0.9103754711613657,0.055450629100198164,0.046816381505249735,0.042170869560471516,0.0457039603009386,0.3316887378941238,0.24762127405325593,0.20695557513134483,0.23721401610744408,Thien_uu-8,5
36.52001303780911,103.06563525550474,151.37015791604483,83.43031277208203,0.9666318169991931,0.9033903264161883,0.8569754786043967,0.9217960588049543,0.07773617019843373,0.06713354358873017,0.0630026302596329,0.06825469740801154,0.3306959970261569,0.2581975348218557,0.23247538568811035,0.26346521915652527,Thien_uu-8,5
56.40730662343465,108.25882352940738,198.00251421730545,141.51010101009567,0.9576306737522642,0.9165094521739539,0.8460990727245637,0.8908674853820086,0.07133852944873151,0.06355035511027383,0.058806340238088936,0.06241648359352218,0.3002841854029089,0.24945020842079485,0.21611956224701795,0.24181147535194347,Thien_uu-8,5
48.118265993264615,136.95788043479104,187.29374416432927,108.0928853755001,0.9515287055044284,0.8580618852013867,0.803735528048779,0.8879820606935271,0.0714606132269527,0.06146049453250653,0.05694456657722958,0.06206092769904502,0.30562708171733954,0.23483712914511687,0.2146446895426265,0.24530391575557012,Thien_uu-8,5
51.69677500629478,156.46413529449873,234.39895424835876,127.22659236700531,0.9680891234629991,0.9009705482480004,0.8502747896583126,0.9194768931100075,0.07648037371560946,0.06648083857161224,0.06141520231226506,0.06733927837938238,0.3125550166179415,0.24254767504772437,0.21720409490806808,0.24855263503760128,Thien_uu-8,5
