,area,length,width,aspect_ratio,major_axis_length,minor_axis_length,convex_hull_area,convex_hull_perimeter,mean_r,mean_g,mean_b,red_sqr,green_sqr,blue_sqr,texture_mean,texture_std,texture_uniformity,texture_third_moment
222,8695.5,217.0,57.0,3.807017543859649,205.20799255371094,34.38020324707031,9055.5,465.4974514245987,161.1988386063276,136.88893338673074,90.22854091576559,12.696410461477985,11.699954418147566,9.498870507369052,125.72894202185125,37.39633056740415,0.029613145,14397.703085486188
223,9020.0,221.0,58.0,3.810344827586207,207.52108764648438,32.5026969909668,9535.0,474.63724303245544,165.52406797182917,141.08767849066356,94.0737869096078,12.865615724551592,11.878033443742426,9.69916423768604,129.83149131304526,37.069521357369304,0.03251716,10206.281237262847
224,11670.0,228.69168090820312,66.960205078125,3.415337223674568,224.87814331054688,39.09458923339844,12023.0,501.3232350349426,163.1749226006192,136.2768133569217,83.17641530296329,12.773993995638921,11.67376603144511,9.120110487431788,123.48253035180096,32.27822688740905,0.034911886,18058.127875147955
225,9737.0,214.0,62.0,3.4516129032258065,206.424072265625,34.731170654296875,10076.5,465.3377524614334,165.82722969606377,142.0437842551071,90.7466990533134,12.877392193144688,11.918212292752093,9.526106185284384,129.4341063515094,33.176338423386404,0.03831398,14099.79456594691
226,9541.0,199.0,65.0,3.0615384615384613,193.8915252685547,39.06493377685547,9976.5,443.1190263032913,173.83089506583323,151.81048011703683,98.89905572549542,13.184494494133373,12.321139562436457,9.944800436685265,138.51795381883858,27.892265863334266,0.033842746,7011.032485809124
227,10259.0,214.0,64.0,3.34375,207.82981872558594,35.40311050415039,10635.0,468.03883266448975,172.80325499560135,150.47411084579616,96.89575216790247,13.145465187493418,12.26678893785151,9.84356399724726,137.0001244859377,26.181079181652596,0.03546769,8092.567568875551
228,10205.0,234.0,57.0,4.105263157894737,229.40203857421875,32.68001174926758,10548.5,501.6981818675995,163.30886887874675,140.3955840631553,90.15221413593191,12.779235848780113,11.8488642520351,9.494851980727868,128.00388480220136,32.61994559778048,0.029772667,16472.226934257076
229,10262.0,217.0,63.0,3.4444444444444446,204.5040740966797,38.93437576293945,10731.5,473.1926990747452,163.08048313800526,136.17836641951686,88.60422147811528,12.770296908764701,11.669548681055188,9.412981540304607,125.04060009097884,36.32706848956373,0.031141138,14525.132815228048
230,10756.0,209.36199951171875,67.77237701416016,3.0891936912287328,204.45950317382812,38.69122314453125,11171.0,466.6971284151077,158.38836505959793,127.95967502816818,82.56324497420388,12.58524394120344,11.311926229788106,9.0864319165558,117.87422101365883,39.82537489789464,0.027844174,29143.846925068414
231,9791.0,228.0,60.0,3.8,219.448974609375,33.290748596191406,10184.5,488.28574872016907,159.55159734779988,138.80012055455094,93.1838456901748,12.631373533697746,11.78134629635132,9.65317800986674,127.54496630125868,34.279146855406104,0.03516026,11384.320643222327
232,9309.5,202.3427276611328,63.56128692626953,3.1834271684248368,191.48782348632812,34.21141815185547,9757.0,445.2186613082886,175.00977154794796,153.5191724509738,99.42516342071568,13.229125879964554,12.390285406356618,9.971216747253852,139.80355767167202,25.87470562622083,0.029512204,6412.503087103531
233,9133.5,195.0,62.0,3.1451612903225805,187.726318359375,34.67491149902344,9487.5,431.0881470441818,167.25548314764208,142.91829584472006,89.76960269077149,12.93272914537539,11.954844032638823,9.474682194710885,129.81227687701175,33.54706423300276,0.027435243,16013.643208555128
234,10294.5,215.0,65.0,3.3076923076923075,206.2928466796875,37.932106018066406,10710.0,469.861807346344,163.7074083011583,139.99535472972974,89.99909507722008,12.794819588456818,11.83196326607422,9.486785286767066,127.77406978237559,33.067207289089566,0.03615299,14706.599113352484
235,10638.5,216.0,65.0,3.3230769230769233,208.48263549804688,35.891658782958984,11031.5,474.9143100976944,164.73159159159158,140.1636036036036,88.41591591591592,12.834780543179988,11.839071061684004,9.402973780454559,127.51309429574758,34.79158520973362,0.027276345,19365.422386736955
236,10718.0,214.99996948242188,66.99998474121094,3.208955499211895,202.71055603027344,40.13969039916992,11205.5,474.24906742572784,158.87844155844155,134.15007215007216,91.1925541125541,12.60469918555939,11.582317218504773,9.549479258711132,124.13702826482768,40.13605640447465,0.023418315,15014.114005931573
237,11476.0,227.7882080078125,66.89459991455078,3.4051808112879445,224.28257751464844,34.79502487182617,11925.0,501.94517982006073,168.718708536046,141.9950243255197,87.0561698363556,12.989176591918596,11.916166511320647,9.330389586526149,128.6363329909218,34.543797912613606,0.027141798,15355.333412954737
238,8946.0,198.0,61.0,3.2459016393442623,190.43505859375,32.86415100097656,9319.5,434.09782910346985,173.76747967479676,154.28038176033934,99.7949098621421,13.18208935164668,12.420965411768094,9.989740229963045,140.2276434264204,27.395619676609073,0.034645308,9110.928508040817
239,9908.5,213.0,62.0,3.435483870967742,206.20677185058594,34.68959045410156,10426.0,466.3499312400818,164.71354952237306,142.293489190548,93.37587983911513,12.834077665433268,11.928683464261594,9.66311957077605,130.2361771551732,36.05980641336863,0.023098314,12982.467691019414
240,11490.5,225.99996948242188,66.99998474121094,3.373134641080177,221.35609436035156,38.1783561706543,11922.5,498.17908251285553,157.31644100580272,131.91809892235423,86.49063277148383,12.542585100600382,11.485560453123489,9.300034019910026,121.24824503179843,37.1297916937905,0.029507242,20121.450859247925
241,8984.0,199.0,59.0,3.3728813559322033,193.12637329101562,32.87493896484375,9266.0,436.9450726509094,173.6554418868997,155.7625035521455,101.08333333333333,13.1778390446575,12.480484908534022,10.054020754570448,141.4707309906662,27.03453768490472,0.028667036,8852.97916446821
242,9754.5,202.99996948242188,64.99998474121094,3.1230771867199674,191.67953491210938,36.97121047973633,10102.0,444.5678859949112,163.65244444444446,141.15580952380952,91.3415873015873,12.792671513192404,11.88090104006466,9.5572792834356,128.84590462310734,34.15598113376729,0.02946517,4336.6407252357785
243,10545.5,220.33615112304688,61.62016296386719,3.575715164081074,217.96063232421875,32.05537033081055,10955.5,482.5679737329483,170.96766581632653,148.08201530612246,97.96345663265306,13.075460443759773,12.16889540205365,9.897649045740764,135.713328878046,25.51240742137056,0.030775636,8466.238646613434
244,9781.5,203.0,64.0,3.171875,194.29254150390625,35.496437072753906,10204.5,447.9056497812271,170.22991306638568,147.2310985247629,93.45725763962065,13.047218595025749,12.13388225279786,9.66732939542357,133.78984284035687,30.948717508057037,0.026636396,9344.541442956128
