texture_mean,texture_std,texture_uniformity,texture_third_moment,mean_r,mean_g,mean_b,red_sqr,green_sqr,blue_sqr,area,length,width,ratio,major_axis_length,minor_axis_length,convex_hull_area,convex_hull_perimeter,Label
152.81973579366968,20.038248229151378,0.039437313,3596.1597067840903,175.635585106383,152.0563829787234,96.91702127659575,13.252757641577205,12.331114425660132,9.844644294061403,12715,234,76,3.0789473684210527,222.84107971191406,73.24632263183594,12846.0,504.9844243526459,0
145.4841990559653,25.422890038224747,0.040702835,7659.362885182721,165.7753086419753,145.0167901234568,94.5691975308642,12.875376058273998,12.042291730541026,9.724669533247091,10462,212,71,2.9859154929577465,200.24136352539062,66.6325454711914,10546.5,457.4928249120712,0
145.10617300644662,23.23512118690497,0.03748186,6440.521764825991,163.74672247184097,145.29956299624547,95.37009909521758,12.796355827806641,12.05402683737868,9.765761572720152,10910,208,74,2.810810810810811,196.17544555664062,70.59353637695312,10960.0,454.7034989595413,0
153.33906955886778,21.440033421997292,0.041950278,4652.943119499895,175.9496511627907,152.7386046511628,97.07406976744186,13.264601432489055,12.358746079241325,9.852617406935167,11398,211,75,2.8133333333333335,200.6798095703125,72.68464660644531,11476.0,467.17330956459045,0
140.54028544287212,30.972377908582654,0.030548178,7522.9284165375575,164.91869918699186,138.3503231186158,87.84823848238483,12.842067558885987,11.762241415589793,9.372739113108015,12380,231,77,3.0,213.79017639160156,75.75910949707031,12794.5,501.815038561821,0
132.7248858384628,32.26307191160484,0.030640835,15550.096247201009,149.4693287037037,131.9582175925926,92.82037037037037,12.225764953723905,11.487306803276066,9.63433289700799,11234,211,76,2.776315789473684,199.096435546875,72.26404571533203,11359.5,463.73080837726593,0
145.53465261092788,27.416786233714173,0.034955133,3002.123258716296,164.75676279901631,144.94053208137714,98.17767717415605,12.835761091537046,12.03912505464484,9.90846492521198,11594,211,80,2.6375,195.78677368164062,74.8777847290039,11694.0,463.56775295734406,0
151.77984230653965,21.785503298430253,0.038740925,2524.6092203997437,170.9345029239766,151.59243206054353,102.47223942208463,13.074192247476576,12.312287848346607,10.122857275595889,9166,167,80,2.0875,151.73680114746094,76.55036163330078,9363.5,383.89197635650635,0
146.1375573168625,22.065683511126633,0.034210555,4468.504857824201,167.34620773682607,145.3968321657021,94.2671337191593,12.936236227621466,12.058060879167185,9.70912631080466,11060,243,63,3.857142857142857,238.50180053710938,61.48286437988281,11167.5,519.6168860197067,0
145.1944665393239,25.26932293805271,0.031485233,711.2412150814198,165.72720508658008,144.87053571428572,92.93540313852814,12.873507878064164,12.036217666455094,9.640300987963402,9679,220,62,3.5483870967741935,220.84423828125,59.963714599609375,9924.5,475.5125561952591,0
141.61059621926688,29.333923787179593,0.03440033,3301.021541021066,164.87244047619046,140.83041666666668,84.47565476190476,12.840266370920444,11.867199192171112,9.191063853651805,10310,222,70,3.1714285714285713,207.41799926757812,66.6644058227539,10495.5,474.0158088207245,0
